Date,Product,DayOfWeek,UnitsSold,UnitPrice,Revenue,MarketingSpend,CompetitorPriceIndex,WebSearchInterest,IsPromo,IsHoliday
2023-09-09,EcoFit Smart Bottle,Saturday,230.0,260.0,59800.0,3540.39,113.6,56.1,0,0
2023-09-10,EcoFit Smart Bottle,Sunday,221.0,260.0,57460.0,5404.55,112.7,55.8,0,0
2023-09-11,EcoFit Smart Bottle,Monday,207.0,260.0,53820.0,3267.69,111.9,56.0,0,0
2023-09-12,EcoFit Smart Bottle,Tuesday,195.0,260.0,50700.0,2677.97,111.9,60.8,0,0
2023-09-13,EcoFit Smart Bottle,Wednesday,178.0,260.0,46280.0,4227.21,111.9,52.6,0,0
2023-09-14,EcoFit Smart Bottle,Thursday,210.0,260.0,54600.0,5744.62,112.4,63.7,0,0
2023-09-15,EcoFit Smart Bottle,Friday,221.0,260.0,57460.0,4784.12,111.4,51.2,0,0
2023-09-16,EcoFit Smart Bottle,Saturday,231.0,260.0,60060.0,4280.24,112.2,66.2,0,0
2023-09-17,EcoFit Smart Bottle,Sunday,228.0,260.0,59280.0,2388.71,112.6,55.6,0,0
2023-09-18,EcoFit Smart Bottle,Monday,187.0,260.0,48620.0,4460.03,112.4,64.3,0,0
2023-09-19,EcoFit Smart Bottle,Tuesday,237.0,260.0,61620.0,5960.22,111.7,61.8,1,0
2023-09-20,EcoFit Smart Bottle,Wednesday,210.0,260.0,54600.0,2560.34,112.4,53.4,0,0
2023-09-21,EcoFit Smart Bottle,Thursday,191.0,260.0,49660.0,4073.32,112.2,58.3,0,0
2023-09-22,EcoFit Smart Bottle,Friday,207.0,260.0,53820.0,5509.49,112.2,56.4,0,0
2023-09-23,EcoFit Smart Bottle,Saturday,230.0,260.0,59800.0,4963.07,112.5,47.7,0,0
2023-09-24,EcoFit Smart Bottle,Sunday,232.0,260.0,60320.0,4788.06,111.9,57.5,0,0
2023-09-25,EcoFit Smart Bottle,Monday,187.0,260.0,48620.0,4809.94,111.7,51.4,0,0
2023-09-26,EcoFit Smart Bottle,Tuesday,190.0,260.0,49400.0,3437.96,112.3,46.7,0,0
2023-09-27,EcoFit Smart Bottle,Wednesday,196.0,260.0,50960.0,3174.37,112.7,54.7,0,0
2023-09-28,EcoFit Smart Bottle,Thursday,182.0,260.0,47320.0,5237.44,113.2,54.1,0,0
2023-09-29,EcoFit Smart Bottle,Friday,241.0,260.0,62660.0,5240.45,112.5,60.5,1,0
2023-09-30,EcoFit Smart Bottle,Saturday,238.0,260.0,61880.0,5468.29,112.3,51.7,0,0
2023-10-01,EcoFit Smart Bottle,Sunday,266.0,260.0,69160.0,5652.96,112.1,53.5,1,0
2023-10-02,EcoFit Smart Bottle,Monday,204.0,260.0,53040.0,4045.37,112.4,58.3,0,0
2023-10-03,EcoFit Smart Bottle,Tuesday,178.0,260.0,46280.0,4006.07,112.6,53.7,0,0
2023-10-04,EcoFit Smart Bottle,Wednesday,197.0,260.0,51220.0,5193.18,112.7,47.1,0,0
2023-10-05,EcoFit Smart Bottle,Thursday,199.0,260.0,51740.0,4599.86,114.1,54.5,0,0
2023-10-06,EcoFit Smart Bottle,Friday,204.0,260.0,53040.0,4807.87,114.0,60.9,0,0
2023-10-07,EcoFit Smart Bottle,Saturday,215.0,260.0,55900.0,5183.17,113.7,51.7,0,0
2023-10-08,EcoFit Smart Bottle,Sunday,206.0,260.0,53560.0,5560.02,113.0,57.6,0,0
2023-10-09,EcoFit Smart Bottle,Monday,199.0,260.0,51740.0,3351.98,112.1,45.9,0,0
2023-10-10,EcoFit Smart Bottle,Tuesday,165.0,260.0,42900.0,3502.33,111.4,49.6,0,0
2023-10-11,EcoFit Smart Bottle,Wednesday,219.0,260.0,56940.0,6197.9,110.9,61.0,1,0
2023-10-12,EcoFit Smart Bottle,Thursday,203.0,260.0,52780.0,4313.12,111.7,52.7,0,0
2023-10-13,EcoFit Smart Bottle,Friday,204.0,260.0,53040.0,2143.77,111.7,53.6,0,0
2023-10-14,EcoFit Smart Bottle,Saturday,216.0,260.0,56160.0,3862.39,111.9,52.6,0,0
2023-10-15,EcoFit Smart Bottle,Sunday,214.0,260.0,55640.0,4170.58,111.8,62.0,0,0
2023-10-16,EcoFit Smart Bottle,Monday,181.0,260.0,47060.0,3146.17,112.0,40.9,0,0
2023-10-17,EcoFit Smart Bottle,Tuesday,181.0,260.0,47060.0,4363.33,112.9,50.0,0,0
2023-10-18,EcoFit Smart Bottle,Wednesday,177.0,260.0,46020.0,2122.0,111.7,41.0,0,0
2023-10-19,EcoFit Smart Bottle,Thursday,160.0,260.0,41600.0,2149.39,112.4,41.3,0,0
2023-10-20,EcoFit Smart Bottle,Friday,193.0,260.0,50180.0,5290.4,110.9,47.5,0,1
2023-10-21,EcoFit Smart Bottle,Saturday,228.0,260.0,59280.0,3440.76,110.9,49.6,0,1
2023-10-22,EcoFit Smart Bottle,Sunday,213.0,260.0,55380.0,2508.24,112.2,47.9,0,1
2023-10-23,EcoFit Smart Bottle,Monday,193.0,260.0,50180.0,4088.97,112.6,52.0,0,1
2023-10-24,EcoFit Smart Bottle,Tuesday,227.0,260.0,59020.0,5079.97,112.9,46.1,1,1
2023-10-25,EcoFit Smart Bottle,Wednesday,172.0,260.0,44720.0,2863.28,114.1,45.5,0,0
2023-10-26,EcoFit Smart Bottle,Thursday,177.0,260.0,46020.0,4491.56,113.6,45.5,0,0
2023-10-27,EcoFit Smart Bottle,Friday,197.0,260.0,51220.0,2341.39,113.9,50.6,0,0
2023-10-28,EcoFit Smart Bottle,Saturday,196.0,260.0,50960.0,2206.73,114.2,41.2,0,0
2023-10-29,EcoFit Smart Bottle,Sunday,188.0,260.0,48880.0,4125.42,113.9,48.2,0,0
2023-10-30,EcoFit Smart Bottle,Monday,182.0,260.0,47320.0,4162.54,113.7,52.1,0,0
2023-10-31,EcoFit Smart Bottle,Tuesday,181.0,260.0,47060.0,11652.43,113.3,61.1,0,0
2023-11-01,EcoFit Smart Bottle,Wednesday,209.0,260.0,54340.0,4904.37,113.4,54.0,0,0
2023-11-02,EcoFit Smart Bottle,Thursday,183.0,260.0,47580.0,5903.41,113.7,60.5,0,0
2023-11-03,EcoFit Smart Bottle,Friday,203.0,260.0,52780.0,4065.2,113.8,49.7,0,0
2023-11-04,EcoFit Smart Bottle,Saturday,220.0,260.0,57200.0,3291.83,114.2,51.6,0,0
2023-11-05,EcoFit Smart Bottle,Sunday,190.0,260.0,49400.0,5180.74,113.0,40.4,0,0
2023-11-06,EcoFit Smart Bottle,Monday,228.0,260.0,59280.0,3083.33,112.9,44.4,1,0
2023-11-07,EcoFit Smart Bottle,Tuesday,159.0,260.0,41340.0,3755.89,112.3,48.7,0,0
2023-11-08,EcoFit Smart Bottle,Wednesday,171.0,260.0,44460.0,2313.83,112.5,39.6,0,0
2023-11-09,EcoFit Smart Bottle,Thursday,162.0,260.0,42120.0,2101.4,112.6,45.4,0,0
2023-11-10,EcoFit Smart Bottle,Friday,173.0,260.0,44980.0,5850.59,112.6,57.1,0,0
2023-11-11,EcoFit Smart Bottle,Saturday,195.0,260.0,50700.0,5343.92,112.9,41.3,0,0
2023-11-12,EcoFit Smart Bottle,Sunday,203.0,260.0,52780.0,4783.9,113.5,43.6,0,0
2023-11-13,EcoFit Smart Bottle,Monday,169.0,260.0,43940.0,3635.81,113.4,48.1,0,0
2023-11-14,EcoFit Smart Bottle,Tuesday,169.0,260.0,43940.0,2693.18,112.8,47.6,0,0
2023-11-15,EcoFit Smart Bottle,Wednesday,174.0,260.0,45240.0,2625.75,111.9,48.8,0,0
2023-11-16,EcoFit Smart Bottle,Thursday,173.0,260.0,44980.0,3000.97,111.9,46.3,0,0
2023-11-17,EcoFit Smart Bottle,Friday,162.0,260.0,42120.0,4196.91,112.0,50.5,0,0
2023-11-18,EcoFit Smart Bottle,Saturday,217.0,260.0,56420.0,4858.38,111.4,53.9,0,0
2023-11-19,EcoFit Smart Bottle,Sunday,203.0,260.0,52780.0,18154.1,111.9,73.9,0,0
2023-11-20,EcoFit Smart Bottle,Monday,218.0,260.0,56680.0,3119.74,111.6,42.8,0,0
2023-11-21,EcoFit Smart Bottle,Tuesday,180.0,260.0,46800.0,5819.46,110.6,50.4,0,0
2023-11-22,EcoFit Smart Bottle,Wednesday,179.0,260.0,46540.0,4951.59,111.4,50.5,0,0
2023-11-23,EcoFit Smart Bottle,Thursday,176.0,260.0,45760.0,4217.42,112.1,44.7,0,0
2023-11-24,EcoFit Smart Bottle,Friday,189.0,260.0,49140.0,4446.88,110.8,46.5,0,0
2023-11-25,EcoFit Smart Bottle,Saturday,217.0,260.0,56420.0,3678.4,110.5,48.9,1,0
2023-11-26,EcoFit Smart Bottle,Sunday,189.0,260.0,49140.0,2990.92,110.1,46.3,0,0
2023-11-27,EcoFit Smart Bottle,Monday,165.0,260.0,42900.0,11704.18,111.1,62.0,0,0
2023-11-28,EcoFit Smart Bottle,Tuesday,187.0,260.0,48620.0,5031.38,111.1,40.9,0,0
2023-11-29,EcoFit Smart Bottle,Wednesday,165.0,260.0,42900.0,2057.57,110.2,43.6,0,0
2023-11-30,EcoFit Smart Bottle,Thursday,165.0,260.0,42900.0,2464.29,110.7,39.6,0,0
2023-12-01,EcoFit Smart Bottle,Friday,178.0,260.0,46280.0,2184.01,110.0,48.8,0,0
2023-12-02,EcoFit Smart Bottle,Saturday,192.0,260.0,49920.0,2162.92,109.8,42.3,0,0
2023-12-03,EcoFit Smart Bottle,Sunday,187.0,260.0,48620.0,5421.84,109.3,45.4,0,0
2023-12-04,EcoFit Smart Bottle,Monday,174.0,260.0,45240.0,4814.63,109.0,48.8,0,0
2023-12-05,EcoFit Smart Bottle,Tuesday,179.0,260.0,46540.0,3896.7,109.6,53.7,0,0
2023-12-06,EcoFit Smart Bottle,Wednesday,162.0,260.0,42120.0,7894.67,110.5,58.5,0,0
2023-12-07,EcoFit Smart Bottle,Thursday,187.0,260.0,48620.0,3966.46,109.7,48.6,0,0
2023-12-08,EcoFit Smart Bottle,Friday,228.0,260.0,59280.0,3893.89,110.1,40.8,1,0
2023-12-09,EcoFit Smart Bottle,Saturday,249.0,260.0,64740.0,2692.81,109.7,53.1,1,0
2023-12-10,EcoFit Smart Bottle,Sunday,237.0,260.0,61620.0,3735.41,109.2,44.0,1,0
2023-12-11,EcoFit Smart Bottle,Monday,213.0,260.0,55380.0,10119.05,109.5,64.6,1,0
2023-12-12,EcoFit Smart Bottle,Tuesday,201.0,260.0,52260.0,4463.4,108.9,47.0,0,0
2023-12-13,EcoFit Smart Bottle,Wednesday,177.0,260.0,46020.0,4540.37,109.2,53.0,0,0
2023-12-14,EcoFit Smart Bottle,Thursday,181.0,260.0,47060.0,2181.22,109.6,50.7,0,0
2023-12-15,EcoFit Smart Bottle,Friday,178.0,260.0,46280.0,3498.45,109.4,50.1,0,0
2023-12-16,EcoFit Smart Bottle,Saturday,208.0,260.0,54080.0,4503.44,110.2,52.7,0,0
2023-12-17,EcoFit Smart Bottle,Sunday,200.0,260.0,52000.0,4012.55,109.4,47.5,0,0
2023-12-18,EcoFit Smart Bottle,Monday,177.0,260.0,46020.0,5425.96,110.2,48.7,0,0
2023-12-19,EcoFit Smart Bottle,Tuesday,183.0,260.0,47580.0,4634.77,109.0,50.0,0,0
2023-12-20,EcoFit Smart Bottle,Wednesday,186.0,260.0,48360.0,2651.74,110.7,43.7,0,0
2023-12-21,EcoFit Smart Bottle,Thursday,167.0,260.0,43420.0,2282.27,110.4,57.1,0,0
2023-12-22,EcoFit Smart Bottle,Friday,176.0,260.0,45760.0,4569.68,109.7,44.4,0,0
2023-12-23,EcoFit Smart Bottle,Saturday,203.0,260.0,52780.0,2106.05,109.6,49.6,0,0
2023-12-24,EcoFit Smart Bottle,Sunday,166.0,260.0,43160.0,4343.1,109.0,51.7,0,0
2023-12-25,EcoFit Smart Bottle,Monday,198.0,260.0,51480.0,5760.92,109.2,53.1,0,1
2023-12-26,EcoFit Smart Bottle,Tuesday,189.0,260.0,49140.0,4301.9,110.0,56.6,0,0
2023-12-27,EcoFit Smart Bottle,Wednesday,183.0,260.0,47580.0,3552.68,109.4,49.2,0,0
2023-12-28,EcoFit Smart Bottle,Thursday,167.0,260.0,43420.0,4573.15,109.8,46.7,0,0
2023-12-29,EcoFit Smart Bottle,Friday,191.0,260.0,49660.0,3833.01,108.8,49.9,0,0
2023-12-30,EcoFit Smart Bottle,Saturday,187.0,260.0,48620.0,4182.47,109.5,48.3,0,0
2023-12-31,EcoFit Smart Bottle,Sunday,214.0,260.0,55640.0,5765.86,109.7,55.0,0,0
2024-01-01,EcoFit Smart Bottle,Monday,203.0,245.0,49735.0,3544.41,110.4,52.2,0,1
2024-01-02,EcoFit Smart Bottle,Tuesday,234.0,245.0,57330.0,5844.76,110.3,48.6,1,0
2024-01-03,EcoFit Smart Bottle,Wednesday,198.0,245.0,48510.0,5621.4,110.0,58.5,0,0
2024-01-04,EcoFit Smart Bottle,Thursday,184.0,245.0,45080.0,2783.16,110.5,45.7,0,0
2024-01-05,EcoFit Smart Bottle,Friday,183.0,245.0,44835.0,2277.45,109.7,48.3,0,0
2024-01-06,EcoFit Smart Bottle,Saturday,200.0,245.0,49000.0,2403.11,108.7,49.5,0,0
2024-01-07,EcoFit Smart Bottle,Sunday,188.0,245.0,46060.0,2072.89,108.7,47.7,0,0
2024-01-08,EcoFit Smart Bottle,Monday,174.0,245.0,42630.0,2377.77,108.4,46.0,0,0
2024-01-09,EcoFit Smart Bottle,Tuesday,166.0,245.0,40670.0,4732.03,108.8,48.9,0,0
2024-01-10,EcoFit Smart Bottle,Wednesday,170.0,245.0,41650.0,2284.75,109.4,45.3,0,0
2024-01-11,EcoFit Smart Bottle,Thursday,159.0,245.0,38955.0,10552.85,109.8,71.1,0,0
2024-01-12,EcoFit Smart Bottle,Friday,222.0,245.0,54390.0,5379.5,110.4,48.7,0,0
2024-01-13,EcoFit Smart Bottle,Saturday,225.0,245.0,55125.0,2093.09,110.6,43.0,0,0
2024-01-14,EcoFit Smart Bottle,Sunday,221.0,245.0,54145.0,5257.87,110.9,49.2,1,0
2024-01-15,EcoFit Smart Bottle,Monday,197.0,245.0,48265.0,3127.42,110.8,49.6,0,0
2024-01-16,EcoFit Smart Bottle,Tuesday,189.0,245.0,46305.0,2472.66,111.1,40.1,0,0
2024-01-17,EcoFit Smart Bottle,Wednesday,176.0,245.0,43120.0,4786.95,111.2,45.7,0,0
2024-01-18,EcoFit Smart Bottle,Thursday,187.0,245.0,45815.0,16874.4,111.4,75.5,0,0
2024-01-19,EcoFit Smart Bottle,Friday,245.0,245.0,60025.0,5509.89,111.3,47.8,0,0
2024-01-20,EcoFit Smart Bottle,Saturday,226.0,245.0,55370.0,4940.28,111.7,47.2,0,0
2024-01-21,EcoFit Smart Bottle,Sunday,217.0,245.0,53165.0,5213.92,111.3,47.5,0,0
2024-01-22,EcoFit Smart Bottle,Monday,201.0,245.0,49245.0,3128.14,111.3,45.6,0,0
2024-01-23,EcoFit Smart Bottle,Tuesday,188.0,245.0,46060.0,2709.76,112.1,52.8,0,0
2024-01-24,EcoFit Smart Bottle,Wednesday,166.0,245.0,40670.0,5002.46,111.5,58.7,0,0
2024-01-25,EcoFit Smart Bottle,Thursday,194.0,245.0,47530.0,5227.34,110.2,64.1,0,0
2024-01-26,EcoFit Smart Bottle,Friday,241.0,245.0,59045.0,5962.02,110.4,65.5,0,1
2024-01-27,EcoFit Smart Bottle,Saturday,0.0,245.0,0.0,13415.97,110.3,75.1,0,0
2024-01-28,EcoFit Smart Bottle,Sunday,0.0,245.0,0.0,3488.07,110.9,56.6,0,0
2024-01-29,EcoFit Smart Bottle,Monday,218.0,245.0,53410.0,5105.65,110.8,55.5,0,0
2024-01-30,EcoFit Smart Bottle,Tuesday,196.0,245.0,48020.0,3363.21,110.5,54.1,0,0
2024-01-31,EcoFit Smart Bottle,Wednesday,190.0,245.0,46550.0,5723.03,110.4,66.1,0,0
2024-02-01,EcoFit Smart Bottle,Thursday,260.0,245.0,63700.0,5433.65,111.1,57.9,1,0
2024-02-02,EcoFit Smart Bottle,Friday,226.0,245.0,55370.0,3715.98,111.4,58.5,0,0
2024-02-03,EcoFit Smart Bottle,Saturday,237.0,245.0,58065.0,5003.48,110.0,50.8,0,0
2024-02-04,EcoFit Smart Bottle,Sunday,231.0,245.0,56595.0,5018.17,110.1,52.3,0,0
2024-02-05,EcoFit Smart Bottle,Monday,196.0,245.0,48020.0,2412.5,110.2,52.2,0,0
2024-02-06,EcoFit Smart Bottle,Tuesday,177.0,245.0,43365.0,5610.21,110.2,57.9,0,0
2024-02-07,EcoFit Smart Bottle,Wednesday,194.0,245.0,47530.0,4021.01,109.8,51.1,0,0
2024-02-08,EcoFit Smart Bottle,Thursday,212.0,245.0,51940.0,5305.83,110.5,68.9,0,0
2024-02-09,EcoFit Smart Bottle,Friday,229.0,245.0,56105.0,3280.2,111.3,53.9,0,0
2024-02-10,EcoFit Smart Bottle,Saturday,249.0,245.0,61005.0,5582.09,110.0,55.6,0,0
2024-02-11,EcoFit Smart Bottle,Sunday,240.0,245.0,58800.0,3556.81,109.5,54.7,0,0
2024-02-12,EcoFit Smart Bottle,Monday,235.0,245.0,57575.0,2043.35,109.4,51.2,1,0
2024-02-13,EcoFit Smart Bottle,Tuesday,186.0,245.0,45570.0,5621.53,110.0,59.3,0,0
2024-02-14,EcoFit Smart Bottle,Wednesday,202.0,245.0,49490.0,2365.15,110.0,44.1,0,0
2024-02-15,EcoFit Smart Bottle,Thursday,208.0,245.0,50960.0,3277.25,109.6,60.5,0,0
2024-02-16,EcoFit Smart Bottle,Friday,214.0,245.0,52430.0,5800.25,110.0,66.0,0,0
2024-02-17,EcoFit Smart Bottle,Saturday,247.0,245.0,60515.0,5802.43,109.9,66.8,0,0
2024-02-18,EcoFit Smart Bottle,Sunday,248.0,245.0,60760.0,4293.75,109.8,58.2,0,0
2024-02-19,EcoFit Smart Bottle,Monday,221.0,245.0,54145.0,4527.35,109.8,60.6,0,0
2024-02-20,EcoFit Smart Bottle,Tuesday,222.0,245.0,54390.0,3793.78,110.1,51.6,0,0
2024-02-21,EcoFit Smart Bottle,Wednesday,222.0,245.0,54390.0,3172.84,110.0,59.1,0,0
2024-02-22,EcoFit Smart Bottle,Thursday,233.0,245.0,57085.0,3314.66,110.4,56.6,1,0
2024-02-23,EcoFit Smart Bottle,Friday,229.0,245.0,56105.0,4690.07,110.3,56.0,0,0
2024-02-24,EcoFit Smart Bottle,Saturday,248.0,245.0,60760.0,5009.5,109.7,63.4,0,0
2024-02-25,EcoFit Smart Bottle,Sunday,237.0,245.0,58065.0,5166.32,109.7,64.1,0,0
2024-02-26,EcoFit Smart Bottle,Monday,231.0,245.0,56595.0,5158.47,109.1,60.1,0,0
2024-02-27,EcoFit Smart Bottle,Tuesday,210.0,245.0,51450.0,2364.82,109.1,56.6,0,0
2024-02-28,EcoFit Smart Bottle,Wednesday,378.0,245.0,92610.0,3977.68,109.6,52.6,0,0
2024-02-29,EcoFit Smart Bottle,Thursday,209.0,245.0,51205.0,2230.24,108.9,60.7,0,0
2024-03-01,EcoFit Smart Bottle,Friday,219.0,245.0,53655.0,4198.12,109.1,54.1,0,0
2024-03-02,EcoFit Smart Bottle,Saturday,241.0,245.0,59045.0,3766.12,108.6,54.4,0,0
2024-03-03,EcoFit Smart Bottle,Sunday,242.0,245.0,59290.0,5550.82,108.8,62.0,0,0
2024-03-04,EcoFit Smart Bottle,Monday,227.0,245.0,55615.0,3403.66,109.3,63.1,0,0
2024-03-05,EcoFit Smart Bottle,Tuesday,203.0,245.0,49735.0,6914.33,108.0,70.3,0,0
2024-03-06,EcoFit Smart Bottle,Wednesday,238.0,245.0,58310.0,2571.97,107.3,56.2,0,0
2024-03-07,EcoFit Smart Bottle,Thursday,239.0,245.0,58555.0,5046.04,107.1,65.2,1,0
2024-03-08,EcoFit Smart Bottle,Friday,245.0,245.0,60025.0,4472.87,107.3,51.9,0,0
2024-03-09,EcoFit Smart Bottle,Saturday,255.0,245.0,62475.0,2404.49,107.2,52.8,0,0
2024-03-10,EcoFit Smart Bottle,Sunday,236.0,245.0,57820.0,2336.43,107.2,53.0,0,0
2024-03-11,EcoFit Smart Bottle,Monday,206.0,245.0,50470.0,4803.88,108.4,67.8,0,0
2024-03-12,EcoFit Smart Bottle,Tuesday,218.0,245.0,53410.0,2291.05,107.7,60.0,0,0
2024-03-13,EcoFit Smart Bottle,Wednesday,216.0,245.0,52920.0,17746.54,108.4,88.7,0,0
2024-03-14,EcoFit Smart Bottle,Thursday,280.0,245.0,68600.0,4824.97,108.1,63.6,0,0
2024-03-15,EcoFit Smart Bottle,Friday,271.0,245.0,66395.0,2325.4,108.5,65.2,0,0
2024-03-16,EcoFit Smart Bottle,Saturday,241.0,245.0,59045.0,2339.35,109.8,56.7,0,0
2024-03-17,EcoFit Smart Bottle,Sunday,253.0,245.0,61985.0,5946.56,110.2,58.4,0,0
2024-03-18,EcoFit Smart Bottle,Monday,222.0,245.0,54390.0,3497.08,110.4,65.6,0,0
2024-03-19,EcoFit Smart Bottle,Tuesday,215.0,245.0,52675.0,3482.57,111.4,61.2,0,0
2024-03-20,EcoFit Smart Bottle,Wednesday,224.0,245.0,54880.0,13452.39,112.0,85.2,0,0
2024-03-21,EcoFit Smart Bottle,Thursday,306.0,245.0,74970.0,5788.99,111.5,65.1,1,0
2024-03-22,EcoFit Smart Bottle,Friday,253.0,245.0,61985.0,5944.0,111.7,61.6,0,0
2024-03-23,EcoFit Smart Bottle,Saturday,275.0,245.0,67375.0,5013.51,110.7,66.1,0,0
2024-03-24,EcoFit Smart Bottle,Sunday,260.0,245.0,63700.0,3505.04,110.4,61.3,0,0
2024-03-25,EcoFit Smart Bottle,Monday,240.0,245.0,58800.0,2334.0,110.6,60.0,0,0
2024-03-26,EcoFit Smart Bottle,Tuesday,229.0,245.0,56105.0,5108.59,110.2,72.8,0,0
2024-03-27,EcoFit Smart Bottle,Wednesday,242.0,245.0,59290.0,4233.62,110.4,57.7,0,0
2024-03-28,EcoFit Smart Bottle,Thursday,251.0,245.0,61495.0,3696.89,110.4,63.7,0,0
2024-03-29,EcoFit Smart Bottle,Friday,246.0,245.0,60270.0,19082.34,110.7,89.1,0,0
2024-03-30,EcoFit Smart Bottle,Saturday,304.0,245.0,74480.0,2444.79,110.4,47.1,0,0
2024-03-31,EcoFit Smart Bottle,Sunday,274.0,245.0,67130.0,3970.5,109.9,63.0,0,0
2024-04-01,EcoFit Smart Bottle,Monday,229.0,245.0,56105.0,2045.41,110.7,59.7,0,0
2024-04-02,EcoFit Smart Bottle,Tuesday,219.0,245.0,53655.0,3874.64,110.4,66.5,0,0
2024-04-03,EcoFit Smart Bottle,Wednesday,237.0,245.0,58065.0,2225.21,110.8,59.2,0,0
2024-04-04,EcoFit Smart Bottle,Thursday,252.0,245.0,61740.0,2475.27,111.7,53.5,1,0
2024-04-05,EcoFit Smart Bottle,Friday,241.0,245.0,59045.0,2470.1,111.8,56.9,0,0
2024-04-06,EcoFit Smart Bottle,Saturday,260.0,245.0,63700.0,4596.84,111.3,72.0,0,0
2024-04-07,EcoFit Smart Bottle,Sunday,268.0,245.0,65660.0,4984.18,111.2,62.2,0,0
2024-04-08,EcoFit Smart Bottle,Monday,248.0,245.0,60760.0,13969.11,111.8,92.4,0,0
2024-04-09,EcoFit Smart Bottle,Tuesday,273.0,245.0,66885.0,5848.69,111.9,73.6,0,0
2024-04-10,EcoFit Smart Bottle,Wednesday,276.0,245.0,67620.0,3499.48,111.2,62.2,0,0
2024-04-11,EcoFit Smart Bottle,Thursday,254.0,245.0,62230.0,3142.85,111.5,59.6,0,0
2024-04-12,EcoFit Smart Bottle,Friday,270.0,245.0,66150.0,5474.4,112.0,73.3,0,0
2024-04-13,EcoFit Smart Bottle,Saturday,288.0,245.0,70560.0,2894.38,111.8,61.8,0,0
2024-04-14,EcoFit Smart Bottle,Sunday,278.0,245.0,68110.0,5852.89,112.2,61.3,0,0
2024-04-15,EcoFit Smart Bottle,Monday,247.0,245.0,60515.0,2048.62,112.3,64.4,0,0
2024-04-16,EcoFit Smart Bottle,Tuesday,239.0,245.0,58555.0,5879.52,112.2,71.4,0,0
2024-04-17,EcoFit Smart Bottle,Wednesday,256.0,245.0,62720.0,2172.64,111.4,67.8,0,0
2024-04-18,EcoFit Smart Bottle,Thursday,241.0,245.0,59045.0,5564.57,112.1,70.7,0,0
2024-04-19,EcoFit Smart Bottle,Friday,273.0,245.0,66885.0,4110.8,112.5,63.4,0,0
2024-04-20,EcoFit Smart Bottle,Saturday,290.0,245.0,71050.0,5971.86,112.9,76.4,0,0
2024-04-21,EcoFit Smart Bottle,Sunday,287.0,245.0,70315.0,2295.19,113.8,69.6,0,0
2024-04-22,EcoFit Smart Bottle,Monday,244.0,245.0,59780.0,4215.42,114.4,67.9,0,0
2024-04-23,EcoFit Smart Bottle,Tuesday,260.0,245.0,63700.0,5877.21,114.8,70.5,0,0
2024-04-24,EcoFit Smart Bottle,Wednesday,257.0,245.0,62965.0,4092.39,113.4,60.1,0,0
2024-04-25,EcoFit Smart Bottle,Thursday,261.0,245.0,63945.0,4517.59,114.2,64.6,0,0
2024-04-26,EcoFit Smart Bottle,Friday,264.0,245.0,64680.0,4782.99,114.2,72.1,0,0
2024-04-27,EcoFit Smart Bottle,Saturday,284.0,245.0,69580.0,3818.16,114.4,63.7,0,0
2024-04-28,EcoFit Smart Bottle,Sunday,286.0,245.0,70070.0,4510.23,114.6,60.7,0,0
2024-04-29,EcoFit Smart Bottle,Monday,252.0,245.0,61740.0,4337.26,115.1,85.2,0,0
2024-04-30,EcoFit Smart Bottle,Tuesday,269.0,245.0,65905.0,5604.63,115.7,63.0,0,0
2024-05-01,EcoFit Smart Bottle,Wednesday,259.0,245.0,63455.0,8568.58,116.1,87.6,0,0
2024-05-02,EcoFit Smart Bottle,Thursday,272.0,245.0,66640.0,3123.85,116.4,64.0,0,0
2024-05-03,EcoFit Smart Bottle,Friday,280.0,245.0,68600.0,5801.65,116.5,70.5,0,0
2024-05-04,EcoFit Smart Bottle,Saturday,297.0,245.0,72765.0,5561.06,114.5,67.2,0,0
2024-05-05,EcoFit Smart Bottle,Sunday,322.0,245.0,78890.0,3822.63,114.4,71.1,1,0
2024-05-06,EcoFit Smart Bottle,Monday,260.0,245.0,63700.0,4480.53,113.8,61.4,0,0
2024-05-07,EcoFit Smart Bottle,Tuesday,264.0,245.0,64680.0,3109.52,114.5,56.7,0,0
2024-05-08,EcoFit Smart Bottle,Wednesday,249.0,245.0,61005.0,2752.48,114.9,73.3,0,0
2024-05-09,EcoFit Smart Bottle,Thursday,261.0,245.0,63945.0,3854.79,114.6,63.5,0,0
2024-05-10,EcoFit Smart Bottle,Friday,281.0,245.0,68845.0,3413.41,114.4,70.4,0,0
2024-05-11,EcoFit Smart Bottle,Saturday,289.0,245.0,70805.0,4334.62,114.2,63.2,0,0
2024-05-12,EcoFit Smart Bottle,Sunday,278.0,245.0,68110.0,2310.94,113.9,68.2,0,0
2024-05-13,EcoFit Smart Bottle,Monday,250.0,245.0,61250.0,5897.58,113.0,80.3,0,0
2024-05-14,EcoFit Smart Bottle,Tuesday,264.0,245.0,64680.0,5944.84,112.0,69.3,0,0
2024-05-15,EcoFit Smart Bottle,Wednesday,267.0,245.0,65415.0,4792.65,112.1,60.1,0,0
2024-05-16,EcoFit Smart Bottle,Thursday,271.0,245.0,66395.0,4144.39,112.7,76.9,0,0
2024-05-17,EcoFit Smart Bottle,Friday,266.0,245.0,65170.0,3238.11,112.4,71.3,0,0
2024-05-18,EcoFit Smart Bottle,Saturday,294.0,245.0,72030.0,5255.18,112.6,68.4,0,0
