Date,Product,ForecastUnits,RequiredWorkers,CurrentStaff,Gap,LaborCost
2024-02-23,EcoFit Smart Bottle,229,10,9,1,8251.88
2024-02-24,EcoFit Smart Bottle,248,11,9,2,9315.0
2024-02-25,EcoFit Smart Bottle,237,11,9,2,8707.5
2024-02-26,EcoFit Smart Bottle,231,10,9,1,8403.75
2024-02-27,EcoFit Smart Bottle,210,9,9,0,8100.0
2024-02-28,EcoFit Smart Bottle,378,17,9,8,14175.0
2024-02-29,EcoFit Smart Bottle,209,9,9,0,8100.0
2024-03-01,EcoFit Smart Bottle,219,10,9,1,8100.0
2024-03-02,EcoFit Smart Bottle,241,11,9,2,9011.25
2024-03-03,EcoFit Smart Bottle,242,11,9,2,9011.25
2024-03-04,EcoFit Smart Bottle,227,10,9,1,8251.88
2024-03-05,EcoFit Smart Bottle,203,9,9,0,8100.0
2024-03-06,EcoFit Smart Bottle,238,11,10,1,9000.0
2024-03-07,EcoFit Smart Bottle,239,11,10,1,9000.0
2024-03-08,EcoFit Smart Bottle,245,11,10,1,9000.0
2024-03-09,EcoFit Smart Bottle,255,11,10,1,9337.5
2024-03-10,EcoFit Smart Bottle,236,11,10,1,9000.0
2024-03-11,EcoFit Smart Bottle,206,9,10,-1,9000.0
2024-03-12,EcoFit Smart Bottle,218,10,10,0,9000.0
2024-03-13,EcoFit Smart Bottle,216,10,10,0,9000.0
2024-03-14,EcoFit Smart Bottle,280,12,10,2,10687.5
2024-03-15,EcoFit Smart Bottle,271,12,10,2,10181.25
2024-03-16,EcoFit Smart Bottle,241,11,10,1,9000.0
2024-03-17,EcoFit Smart Bottle,253,11,10,1,9168.75
2024-03-18,EcoFit Smart Bottle,222,10,10,0,9000.0
2024-03-19,EcoFit Smart Bottle,215,10,10,0,9000.0
2024-03-20,EcoFit Smart Bottle,224,10,11,-1,9900.0
2024-03-21,EcoFit Smart Bottle,306,13,11,2,11570.62
2024-03-22,EcoFit Smart Bottle,253,11,11,0,9900.0
2024-03-23,EcoFit Smart Bottle,275,12,11,1,9900.0
2024-03-24,EcoFit Smart Bottle,260,12,11,1,9900.0
2024-03-25,EcoFit Smart Bottle,240,11,11,0,9900.0
2024-03-26,EcoFit Smart Bottle,229,10,11,-1,9900.0
2024-03-27,EcoFit Smart Bottle,242,11,11,0,9900.0
2024-03-28,EcoFit Smart Bottle,251,11,11,0,9900.0
2024-03-29,EcoFit Smart Bottle,246,11,11,0,9900.0
2024-03-30,EcoFit Smart Bottle,304,13,11,2,11385.0
2024-03-31,EcoFit Smart Bottle,274,12,11,1,9900.0
2024-04-01,EcoFit Smart Bottle,229,10,11,-1,9900.0
2024-04-02,EcoFit Smart Bottle,219,10,11,-1,9900.0
2024-04-03,EcoFit Smart Bottle,237,11,11,0,9900.0
2024-04-04,EcoFit Smart Bottle,252,11,11,0,9900.0
2024-04-05,EcoFit Smart Bottle,241,11,11,0,9900.0
2024-04-06,EcoFit Smart Bottle,260,12,11,1,9900.0
2024-04-07,EcoFit Smart Bottle,268,12,11,1,9900.0
2024-04-08,EcoFit Smart Bottle,248,11,11,0,9900.0
2024-04-09,EcoFit Smart Bottle,273,12,11,1,9900.0
2024-04-10,EcoFit Smart Bottle,276,12,11,1,9900.0
2024-04-11,EcoFit Smart Bottle,254,11,11,0,9900.0
2024-04-12,EcoFit Smart Bottle,270,12,11,1,9900.0
2024-04-13,EcoFit Smart Bottle,288,13,11,2,10642.5
2024-04-14,EcoFit Smart Bottle,278,12,11,1,10085.62
2024-04-15,EcoFit Smart Bottle,247,11,11,0,9900.0
2024-04-16,EcoFit Smart Bottle,239,11,11,0,9900.0
2024-04-17,EcoFit Smart Bottle,256,11,11,0,9900.0
2024-04-18,EcoFit Smart Bottle,241,11,11,0,9900.0
2024-04-19,EcoFit Smart Bottle,273,12,11,1,9900.0
2024-04-20,EcoFit Smart Bottle,290,13,11,2,10642.5
2024-04-21,EcoFit Smart Bottle,287,13,11,2,10456.88
2024-04-22,EcoFit Smart Bottle,244,11,11,0,9900.0
2024-04-23,EcoFit Smart Bottle,260,12,10,2,9506.25
2024-04-24,EcoFit Smart Bottle,257,11,10,1,9337.5
2024-04-25,EcoFit Smart Bottle,261,12,10,2,9675.0
2024-04-26,EcoFit Smart Bottle,264,12,10,2,9675.0
2024-04-27,EcoFit Smart Bottle,284,13,10,3,10856.25
2024-04-28,EcoFit Smart Bottle,286,13,10,3,11025.0
2024-04-29,EcoFit Smart Bottle,252,11,10,1,9168.75
2024-04-30,EcoFit Smart Bottle,269,12,10,2,10012.5
2024-05-01,EcoFit Smart Bottle,259,11,10,1,9506.25
2024-05-02,EcoFit Smart Bottle,272,12,10,2,10181.25
2024-05-03,EcoFit Smart Bottle,280,12,10,2,10687.5
2024-05-04,EcoFit Smart Bottle,297,13,10,3,11531.25
2024-05-05,EcoFit Smart Bottle,322,14,10,4,12881.25
2024-05-06,EcoFit Smart Bottle,260,12,10,2,9506.25
2024-05-07,EcoFit Smart Bottle,264,12,10,2,9675.0
2024-05-08,EcoFit Smart Bottle,249,11,10,1,9000.0
2024-05-09,EcoFit Smart Bottle,261,12,10,2,9675.0
2024-05-10,EcoFit Smart Bottle,281,12,10,2,10687.5
2024-05-11,EcoFit Smart Bottle,289,13,10,3,11025.0
2024-05-12,EcoFit Smart Bottle,278,12,10,2,10518.75
2024-05-13,EcoFit Smart Bottle,250,11,10,1,9000.0
2024-05-14,EcoFit Smart Bottle,264,12,10,2,9675.0
2024-05-15,EcoFit Smart Bottle,267,12,12,0,10800.0
2024-05-16,EcoFit Smart Bottle,271,12,12,0,10800.0
2024-05-17,EcoFit Smart Bottle,266,12,12,0,10800.0
2024-05-18,EcoFit Smart Bottle,294,13,12,1,10800.0
2024-05-19,EcoFit Smart Bottle,283,13,12,1,10800.0
2024-05-20,EcoFit Smart Bottle,281,12,12,0,10800.0
2024-05-21,EcoFit Smart Bottle,245,11,12,-1,10800.0
2024-05-22,EcoFit Smart Bottle,266,12,12,0,10800.0
2024-05-23,EcoFit Smart Bottle,282,12,12,0,10800.0
2024-05-24,EcoFit Smart Bottle,279,12,12,0,10800.0
2024-05-25,EcoFit Smart Bottle,335,15,12,3,12622.5
2024-05-26,EcoFit Smart Bottle,279,12,12,0,10800.0
2024-05-27,EcoFit Smart Bottle,274,12,12,0,10800.0
2024-05-28,EcoFit Smart Bottle,266,12,12,0,10800.0
2024-05-29,EcoFit Smart Bottle,266,12,12,0,10800.0
2024-05-30,EcoFit Smart Bottle,255,11,12,-1,10800.0
2024-05-31,EcoFit Smart Bottle,286,13,12,1,10800.0
2024-06-01,EcoFit Smart Bottle,286,13,12,1,10800.0
2024-06-02,EcoFit Smart Bottle,332,15,12,3,12622.5
2024-06-03,EcoFit Smart Bottle,289,13,12,1,10800.0
2024-06-04,EcoFit Smart Bottle,244,11,12,-1,10800.0
2024-06-05,EcoFit Smart Bottle,278,12,12,0,10800.0
2024-06-06,EcoFit Smart Bottle,262,12,12,0,10800.0
2024-06-07,EcoFit Smart Bottle,334,15,12,3,12622.5
2024-06-08,EcoFit Smart Bottle,352,15,12,3,13635.0
2024-06-09,EcoFit Smart Bottle,285,13,12,1,10800.0
2024-06-10,EcoFit Smart Bottle,260,12,12,0,10800.0
2024-06-11,EcoFit Smart Bottle,290,13,12,1,10800.0
2024-06-12,EcoFit Smart Bottle,266,12,12,0,10800.0
2024-06-13,EcoFit Smart Bottle,266,12,12,0,10800.0
2024-06-14,EcoFit Smart Bottle,329,14,12,2,12420.0
2024-06-15,EcoFit Smart Bottle,311,14,12,2,11407.5
2024-06-16,EcoFit Smart Bottle,291,13,12,1,10800.0
2024-06-17,EcoFit Smart Bottle,268,12,12,0,10800.0
2024-06-18,EcoFit Smart Bottle,262,12,12,0,10800.0
2024-06-19,EcoFit Smart Bottle,267,12,12,0,10800.0
2024-06-20,EcoFit Smart Bottle,277,12,12,0,10800.0
2024-06-21,EcoFit Smart Bottle,292,13,12,1,10800.0
2024-06-22,EcoFit Smart Bottle,441,19,12,7,18495.0
2024-06-23,EcoFit Smart Bottle,284,13,12,1,10800.0
2024-06-24,EcoFit Smart Bottle,253,11,12,-1,10800.0
2024-06-25,EcoFit Smart Bottle,274,12,12,0,10800.0
2024-06-26,EcoFit Smart Bottle,271,12,12,0,10800.0
2024-06-27,EcoFit Smart Bottle,272,12,12,0,10800.0
2024-06-28,EcoFit Smart Bottle,277,12,12,0,10800.0
2024-06-29,EcoFit Smart Bottle,296,13,12,1,10800.0
2024-06-30,EcoFit Smart Bottle,295,13,12,1,10800.0
2024-07-01,EcoFit Smart Bottle,263,12,12,0,10800.0
2024-07-02,EcoFit Smart Bottle,248,11,12,-1,10800.0
2024-07-03,EcoFit Smart Bottle,259,11,12,-1,10800.0
2024-07-04,EcoFit Smart Bottle,261,12,12,0,10800.0
2024-07-05,EcoFit Smart Bottle,274,12,12,0,10800.0
2024-07-06,EcoFit Smart Bottle,293,13,12,1,10800.0
2024-07-07,EcoFit Smart Bottle,274,12,12,0,10800.0
2024-07-08,EcoFit Smart Bottle,261,12,12,0,10800.0
2024-07-09,EcoFit Smart Bottle,289,13,12,1,10800.0
2024-07-10,EcoFit Smart Bottle,278,12,12,0,10800.0
2024-07-11,EcoFit Smart Bottle,241,11,12,-1,10800.0
2024-07-12,EcoFit Smart Bottle,258,11,12,-1,10800.0
2024-07-13,EcoFit Smart Bottle,280,12,12,0,10800.0
2024-07-14,EcoFit Smart Bottle,284,13,12,1,10800.0
2024-07-15,EcoFit Smart Bottle,237,11,12,-1,10800.0
2024-07-16,EcoFit Smart Bottle,243,11,12,-1,10800.0
2024-07-17,EcoFit Smart Bottle,247,11,12,-1,10800.0
2024-07-18,EcoFit Smart Bottle,238,11,12,-1,10800.0
2024-07-19,EcoFit Smart Bottle,271,12,12,0,10800.0
2024-07-20,EcoFit Smart Bottle,269,12,12,0,10800.0
2024-07-21,EcoFit Smart Bottle,277,12,12,0,10800.0
2024-07-22,EcoFit Smart Bottle,256,11,12,-1,10800.0
2024-07-23,EcoFit Smart Bottle,264,12,12,0,10800.0
2024-07-24,EcoFit Smart Bottle,239,11,12,-1,10800.0
2024-07-25,EcoFit Smart Bottle,246,11,12,-1,10800.0
2024-07-26,EcoFit Smart Bottle,274,12,12,0,10800.0
2024-07-27,EcoFit Smart Bottle,278,12,12,0,10800.0
2024-07-28,EcoFit Smart Bottle,258,11,12,-1,10800.0
2024-07-29,EcoFit Smart Bottle,251,11,12,-1,10800.0
2024-07-30,EcoFit Smart Bottle,255,11,12,-1,10800.0
2024-07-31,EcoFit Smart Bottle,248,11,12,-1,10800.0
2024-08-01,EcoFit Smart Bottle,248,11,12,-1,10800.0
2024-08-02,EcoFit Smart Bottle,234,10,12,-2,10800.0
2024-08-03,EcoFit Smart Bottle,299,13,12,1,10800.0
2024-08-04,EcoFit Smart Bottle,238,11,12,-1,10800.0
2024-08-05,EcoFit Smart Bottle,238,11,12,-1,10800.0
2024-08-06,EcoFit Smart Bottle,217,10,12,-2,10800.0
2024-08-07,EcoFit Smart Bottle,241,11,12,-1,10800.0
2024-08-08,EcoFit Smart Bottle,250,11,12,-1,10800.0
2024-08-09,EcoFit Smart Bottle,241,11,12,-1,10800.0
2024-08-10,EcoFit Smart Bottle,317,14,12,2,11812.5
2024-08-11,EcoFit Smart Bottle,260,12,12,0,10800.0
2024-08-12,EcoFit Smart Bottle,235,10,12,-2,10800.0
2024-08-13,EcoFit Smart Bottle,217,10,12,-2,10800.0
2024-08-14,EcoFit Smart Bottle,226,10,12,-2,10800.0
2024-08-15,EcoFit Smart Bottle,260,12,12,0,10800.0
2024-08-16,EcoFit Smart Bottle,239,11,12,-1,10800.0
2024-08-17,EcoFit Smart Bottle,259,11,12,-1,10800.0
2024-08-18,EcoFit Smart Bottle,270,12,12,0,10800.0
2024-08-19,EcoFit Smart Bottle,238,11,12,-1,10800.0
2024-08-20,EcoFit Smart Bottle,237,11,12,-1,10800.0
2024-08-21,EcoFit Smart Bottle,236,11,12,-1,10800.0
2024-08-22,EcoFit Smart Bottle,244,11,12,-1,10800.0
2024-08-23,EcoFit Smart Bottle,261,12,12,0,10800.0
2024-08-24,EcoFit Smart Bottle,247,11,12,-1,10800.0
2024-08-25,EcoFit Smart Bottle,281,12,12,0,10800.0
2024-08-26,EcoFit Smart Bottle,216,10,12,-2,10800.0
2024-08-27,EcoFit Smart Bottle,225,10,12,-2,10800.0
2024-08-28,EcoFit Smart Bottle,215,10,12,-2,10800.0
2024-08-29,EcoFit Smart Bottle,224,10,12,-2,10800.0
2024-08-30,EcoFit Smart Bottle,230,10,12,-2,10800.0
2024-08-31,EcoFit Smart Bottle,258,11,12,-1,10800.0
2024-09-01,EcoFit Smart Bottle,251,11,12,-1,10800.0
2024-09-02,EcoFit Smart Bottle,266,12,12,0,10800.0
2024-09-03,EcoFit Smart Bottle,225,10,12,-2,10800.0
2024-09-04,EcoFit Smart Bottle,219,10,12,-2,10800.0
2024-09-05,EcoFit Smart Bottle,4,1,12,-11,10800.0
2024-09-06,EcoFit Smart Bottle,233,10,12,-2,10800.0
2024-09-07,EcoFit Smart Bottle,242,11,12,-1,10800.0
2024-09-08,EcoFit Smart Bottle,226,10,12,-2,10800.0
2024-09-09,EcoFit Smart Bottle,209,9,12,-3,10800.0
2024-09-10,EcoFit Smart Bottle,217,10,12,-2,10800.0
2024-09-11,EcoFit Smart Bottle,216,10,12,-2,10800.0
2024-09-12,EcoFit Smart Bottle,233,10,12,-2,10800.0
2024-09-13,EcoFit Smart Bottle,234,10,12,-2,10800.0
2024-09-14,EcoFit Smart Bottle,244,11,12,-1,10800.0
2024-09-15,EcoFit Smart Bottle,235,10,12,-2,10800.0
2024-09-16,EcoFit Smart Bottle,217,10,12,-2,10800.0
2024-09-17,EcoFit Smart Bottle,213,10,12,-2,10800.0
2024-09-18,EcoFit Smart Bottle,270,12,12,0,10800.0
2024-09-19,EcoFit Smart Bottle,397,17,12,5,16065.0
2024-09-20,EcoFit Smart Bottle,248,11,11,0,9900.0
2024-09-21,EcoFit Smart Bottle,241,11,11,0,9900.0
2024-09-22,EcoFit Smart Bottle,221,10,11,-1,9900.0
2024-09-23,EcoFit Smart Bottle,208,9,11,-2,9900.0
2024-09-24,EcoFit Smart Bottle,204,9,11,-2,9900.0
2024-09-25,EcoFit Smart Bottle,208,9,11,-2,9900.0
2024-09-26,EcoFit Smart Bottle,211,9,11,-2,9900.0
2024-09-27,EcoFit Smart Bottle,212,9,11,-2,9900.0
2024-09-28,EcoFit Smart Bottle,240,11,11,0,9900.0
2024-09-29,EcoFit Smart Bottle,236,11,11,0,9900.0
2024-09-30,EcoFit Smart Bottle,204,9,11,-2,9900.0
2024-10-01,EcoFit Smart Bottle,220,10,11,-1,9900.0
2024-10-02,EcoFit Smart Bottle,212,9,11,-2,9900.0
2024-10-03,EcoFit Smart Bottle,267,12,11,1,9900.0
2024-10-04,EcoFit Smart Bottle,264,12,11,1,9900.0
2024-10-05,EcoFit Smart Bottle,221,10,11,-1,9900.0
