Date,Product,UnitsSold,RequiredHeadcount,StaffedHeadcount,HeadcountGap,OvertimeHoursPerWorker,BacklogUnits,BacklogFlag,EmployeeSatisfactionIndex,TotalLaborCost
10/31/2023,EcoFit Smart Bottle,181,8,9,-1,0.0,0,0,95.0,8100.0
11/1/2023,EcoFit Smart Bottle,209,8,9,-1,0.0,0,0,95.0,8100.0
11/2/2023,EcoFit Smart Bottle,183,8,9,-1,0.0,0,0,95.0,8100.0
11/3/2023,EcoFit Smart Bottle,203,9,9,0,0.0,0,0,95.0,8100.0
11/4/2023,EcoFit Smart Bottle,220,8,9,-1,0.0,0,0,95.0,8100.0
11/5/2023,EcoFit Smart Bottle,190,8,8,0,0.0,0,0,95.0,7200.0
11/6/2023,EcoFit Smart Bottle,228,8,8,0,1.1,0,0,95.0,8685.0
11/7/2023,EcoFit Smart Bottle,159,8,8,0,0.0,0,0,95.0,7200.0
11/8/2023,EcoFit Smart Bottle,171,8,8,0,0.0,0,0,95.0,7200.0
11/9/2023,EcoFit Smart Bottle,162,8,8,0,0.0,0,0,95.0,7200.0
11/10/2023,EcoFit Smart Bottle,173,8,8,0,0.0,0,0,95.0,7200.0
11/11/2023,EcoFit Smart Bottle,195,8,8,0,0.0,0,0,95.0,7200.0
11/12/2023,EcoFit Smart Bottle,203,8,8,0,0.1,0,0,95.0,7335.0
11/13/2023,EcoFit Smart Bottle,169,8,8,0,0.0,0,0,95.0,7200.0
11/14/2023,EcoFit Smart Bottle,169,8,8,0,0.0,0,0,95.0,7200.0
11/15/2023,EcoFit Smart Bottle,174,8,9,-1,0.0,0,0,95.0,8100.0
11/16/2023,EcoFit Smart Bottle,173,8,9,-1,0.0,0,0,95.0,8100.0
11/17/2023,EcoFit Smart Bottle,162,8,9,-1,0.0,0,0,95.0,8100.0
11/18/2023,EcoFit Smart Bottle,217,8,9,-1,0.0,0,0,95.0,8100.0
11/19/2023,EcoFit Smart Bottle,203,8,9,-1,0.0,0,0,95.0,8100.0
11/20/2023,EcoFit Smart Bottle,218,8,9,-1,0.0,0,0,95.0,8100.0
11/21/2023,EcoFit Smart Bottle,180,8,9,-1,0.0,0,0,95.0,8100.0
11/22/2023,EcoFit Smart Bottle,179,8,9,-1,0.0,0,0,95.0,8100.0
11/23/2023,EcoFit Smart Bottle,176,8,9,-1,0.0,0,0,95.0,8100.0
11/24/2023,EcoFit Smart Bottle,189,8,9,-1,0.0,0,0,95.0,8100.0
11/25/2023,EcoFit Smart Bottle,217,8,9,-1,0.0,0,0,95.0,8100.0
11/26/2023,EcoFit Smart Bottle,189,8,9,-1,0.0,0,0,95.0,8100.0
11/27/2023,EcoFit Smart Bottle,165,8,9,-1,0.0,0,0,95.0,8100.0
11/28/2023,EcoFit Smart Bottle,187,8,9,-1,0.0,0,0,95.0,8100.0
11/29/2023,EcoFit Smart Bottle,165,8,9,-1,0.0,0,0,95.0,8100.0
11/30/2023,EcoFit Smart Bottle,165,8,9,-1,0.0,0,0,95.0,8100.0
12/1/2023,EcoFit Smart Bottle,178,8,8,0,0.0,0,0,95.0,7200.0
12/2/2023,EcoFit Smart Bottle,192,8,8,0,0.0,0,0,95.0,7200.0
12/3/2023,EcoFit Smart Bottle,187,8,8,0,0.0,0,0,95.0,7200.0
12/4/2023,EcoFit Smart Bottle,174,8,8,0,0.0,0,0,95.0,7200.0
12/5/2023,EcoFit Smart Bottle,179,8,8,0,0.0,0,0,95.0,7200.0
12/6/2023,EcoFit Smart Bottle,162,8,8,0,0.0,0,0,95.0,7200.0
12/7/2023,EcoFit Smart Bottle,187,9,8,1,0.0,0,0,95.0,7200.0
12/8/2023,EcoFit Smart Bottle,228,9,7,2,2.4,0,0,95.0,9135.0
12/9/2023,EcoFit Smart Bottle,249,9,7,2,3.4,0,0,95.0,10316.25
12/10/2023,EcoFit Smart Bottle,237,9,7,2,2.8,1,1,95.0,9607.5
12/11/2023,EcoFit Smart Bottle,213,9,7,2,1.7,1,1,95.0,8308.12
12/12/2023,EcoFit Smart Bottle,201,9,7,2,1.2,0,0,95.0,7717.5
12/13/2023,EcoFit Smart Bottle,177,8,7,1,0.1,0,0,95.0,6418.12
12/14/2023,EcoFit Smart Bottle,181,8,7,1,0.3,0,0,95.0,6654.38
12/15/2023,EcoFit Smart Bottle,178,8,7,1,0.1,1,1,95.0,6418.12
12/16/2023,EcoFit Smart Bottle,208,8,7,1,1.5,0,0,95.0,8071.88
12/17/2023,EcoFit Smart Bottle,200,8,7,1,1.1,1,1,95.0,7599.38
12/18/2023,EcoFit Smart Bottle,177,8,7,1,0.1,0,0,95.0,6418.12
12/19/2023,EcoFit Smart Bottle,183,8,7,1,0.4,0,0,95.0,6772.5
12/20/2023,EcoFit Smart Bottle,186,8,7,1,0.5,0,0,95.0,6890.62
12/21/2023,EcoFit Smart Bottle,167,8,7,1,0.0,0,0,95.0,6300.0
12/22/2023,EcoFit Smart Bottle,176,8,7,1,0.0,1,1,95.0,6300.0
12/23/2023,EcoFit Smart Bottle,203,8,7,1,1.3,0,0,95.0,7835.62
12/24/2023,EcoFit Smart Bottle,166,8,7,1,0.0,0,0,95.0,6300.0
12/25/2023,EcoFit Smart Bottle,198,8,7,1,1.1,0,0,95.0,7599.38
12/26/2023,EcoFit Smart Bottle,189,8,7,1,0.6,1,1,95.0,7008.75
12/27/2023,EcoFit Smart Bottle,183,8,9,-1,0.0,0,0,95.0,8100.0
12/28/2023,EcoFit Smart Bottle,167,8,9,-1,0.0,0,0,95.0,8100.0
12/29/2023,EcoFit Smart Bottle,191,8,9,-1,0.0,0,0,95.0,8100.0
12/30/2023,EcoFit Smart Bottle,187,8,8,0,0.0,0,0,95.0,7200.0
12/31/2023,EcoFit Smart Bottle,214,8,8,0,0.6,0,0,95.0,8010.0
1/1/2024,EcoFit Smart Bottle,203,9,8,1,0.1,0,0,95.0,7335.0
1/2/2024,EcoFit Smart Bottle,234,9,8,1,1.4,0,0,95.0,9090.0
1/3/2024,EcoFit Smart Bottle,198,9,8,1,0.0,0,0,95.0,7200.0
1/4/2024,EcoFit Smart Bottle,184,8,8,0,0.0,0,0,95.0,7200.0
1/5/2024,EcoFit Smart Bottle,183,8,8,0,0.0,0,0,95.0,7200.0
1/6/2024,EcoFit Smart Bottle,200,8,8,0,0.0,0,0,95.0,7200.0
1/7/2024,EcoFit Smart Bottle,188,8,8,0,0.0,0,0,95.0,7200.0
1/8/2024,EcoFit Smart Bottle,174,8,8,0,0.0,0,0,95.0,7200.0
1/9/2024,EcoFit Smart Bottle,166,8,8,0,0.0,0,0,95.0,7200.0
1/10/2024,EcoFit Smart Bottle,170,8,8,0,0.0,0,0,95.0,7200.0
1/11/2024,EcoFit Smart Bottle,159,8,8,0,0.0,0,0,95.0,7200.0
1/12/2024,EcoFit Smart Bottle,222,8,8,0,0.9,0,0,95.0,8415.0
1/13/2024,EcoFit Smart Bottle,225,8,8,0,1.0,0,0,95.0,8550.0
1/14/2024,EcoFit Smart Bottle,221,8,8,0,0.8,1,1,95.0,8280.0
1/15/2024,EcoFit Smart Bottle,197,9,8,1,0.0,0,0,95.0,7200.0
1/16/2024,EcoFit Smart Bottle,189,9,8,1,0.0,0,0,95.0,7200.0
1/17/2024,EcoFit Smart Bottle,176,9,8,1,0.0,0,0,95.0,7200.0
1/18/2024,EcoFit Smart Bottle,187,9,8,1,0.0,0,0,95.0,7200.0
1/19/2024,EcoFit Smart Bottle,245,9,8,1,1.8,0,0,95.0,9630.0
1/20/2024,EcoFit Smart Bottle,226,9,8,1,1.0,1,1,95.0,8550.0
1/21/2024,EcoFit Smart Bottle,217,9,8,1,0.7,0,0,95.0,8145.0
1/22/2024,EcoFit Smart Bottle,201,9,8,1,0.0,1,1,95.0,7200.0
1/23/2024,EcoFit Smart Bottle,188,9,8,1,0.0,0,0,95.0,7200.0
1/24/2024,EcoFit Smart Bottle,166,7,9,-2,0.0,0,0,95.0,8100.0
1/25/2024,EcoFit Smart Bottle,194,6,9,-3,0.0,0,0,95.0,8100.0
1/26/2024,EcoFit Smart Bottle,241,6,9,-3,0.6,0,0,95.0,9011.25
1/27/2024,EcoFit Smart Bottle,0,6,9,-3,0.0,0,0,95.0,8100.0
1/28/2024,EcoFit Smart Bottle,0,6,9,-3,0.0,0,0,95.0,8100.0
1/29/2024,EcoFit Smart Bottle,218,7,9,-2,0.0,0,0,95.0,8100.0
1/30/2024,EcoFit Smart Bottle,196,7,9,-2,0.0,0,0,95.0,8100.0
1/31/2024,EcoFit Smart Bottle,190,8,9,-1,0.0,0,0,95.0,8100.0
2/1/2024,EcoFit Smart Bottle,260,9,9,0,1.2,1,1,95.0,9922.5
2/2/2024,EcoFit Smart Bottle,226,9,9,0,0.0,1,1,95.0,8100.0
2/3/2024,EcoFit Smart Bottle,237,9,9,0,0.4,1,1,95.0,8707.5
2/4/2024,EcoFit Smart Bottle,231,9,9,0,0.2,0,0,95.0,8403.75
2/5/2024,EcoFit Smart Bottle,196,9,9,0,0.0,0,0,95.0,8100.0
2/6/2024,EcoFit Smart Bottle,177,9,9,0,0.0,0,0,95.0,8100.0
2/7/2024,EcoFit Smart Bottle,194,9,9,0,0.0,0,0,95.0,8100.0
2/8/2024,EcoFit Smart Bottle,212,9,9,0,0.0,0,0,95.0,8100.0
2/9/2024,EcoFit Smart Bottle,229,9,9,0,0.1,1,1,95.0,8251.88
2/10/2024,EcoFit Smart Bottle,249,9,9,0,0.9,0,0,95.0,9466.88
2/11/2024,EcoFit Smart Bottle,240,9,9,0,0.5,1,1,95.0,8859.38
2/12/2024,EcoFit Smart Bottle,235,9,9,0,0.4,0,0,95.0,8707.5
2/13/2024,EcoFit Smart Bottle,186,9,9,0,0.0,0,0,95.0,8100.0
2/14/2024,EcoFit Smart Bottle,202,9,9,0,0.0,0,0,95.0,8100.0
2/15/2024,EcoFit Smart Bottle,208,9,9,0,0.0,0,0,95.0,8100.0
2/16/2024,EcoFit Smart Bottle,214,9,9,0,0.0,0,0,95.0,8100.0
2/17/2024,EcoFit Smart Bottle,247,9,9,0,0.8,0,0,95.0,9315.0
2/18/2024,EcoFit Smart Bottle,248,10,9,1,0.8,0,0,95.0,9315.0
2/19/2024,EcoFit Smart Bottle,221,10,9,1,0.0,0,0,95.0,8100.0
2/20/2024,EcoFit Smart Bottle,222,10,9,1,0.0,0,0,95.0,8100.0
2/21/2024,EcoFit Smart Bottle,222,10,9,1,0.0,0,0,95.0,8100.0
2/22/2024,EcoFit Smart Bottle,233,10,9,1,0.3,0,0,95.0,8555.62
2/23/2024,EcoFit Smart Bottle,229,10,9,1,0.1,1,1,95.0,8251.88
2/24/2024,EcoFit Smart Bottle,248,10,9,1,0.8,0,0,95.0,9315.0
2/25/2024,EcoFit Smart Bottle,237,11,9,2,0.4,1,1,95.0,8707.5
2/26/2024,EcoFit Smart Bottle,231,10,9,1,0.2,0,0,95.0,8403.75
2/27/2024,EcoFit Smart Bottle,210,10,9,1,0.0,0,0,95.0,8100.0
2/28/2024,EcoFit Smart Bottle,378,10,9,1,4.0,40,1,95.0,14175.0
2/29/2024,EcoFit Smart Bottle,209,10,9,1,0.0,0,0,95.0,8100.0
3/1/2024,EcoFit Smart Bottle,219,10,9,1,0.0,0,0,95.0,8100.0
3/2/2024,EcoFit Smart Bottle,241,10,9,1,0.6,0,0,95.0,9011.25
3/3/2024,EcoFit Smart Bottle,242,10,9,1,0.6,0,0,95.0,9011.25
3/4/2024,EcoFit Smart Bottle,227,10,9,1,0.1,0,0,95.0,8251.88
3/5/2024,EcoFit Smart Bottle,203,10,9,1,0.0,0,0,95.0,8100.0
3/6/2024,EcoFit Smart Bottle,238,10,10,0,0.0,0,0,95.0,9000.0
3/7/2024,EcoFit Smart Bottle,239,10,10,0,0.0,0,0,95.0,9000.0
3/8/2024,EcoFit Smart Bottle,245,10,10,0,0.0,0,0,95.0,9000.0
3/9/2024,EcoFit Smart Bottle,255,10,10,0,0.2,0,0,95.0,9337.5
3/10/2024,EcoFit Smart Bottle,236,10,10,0,0.0,0,0,95.0,9000.0
3/11/2024,EcoFit Smart Bottle,206,10,10,0,0.0,0,0,95.0,9000.0
3/12/2024,EcoFit Smart Bottle,218,10,10,0,0.0,0,0,95.0,9000.0
3/13/2024,EcoFit Smart Bottle,216,10,10,0,0.0,0,0,95.0,9000.0
3/14/2024,EcoFit Smart Bottle,280,10,10,0,1.0,0,0,95.0,10687.5
3/15/2024,EcoFit Smart Bottle,271,10,10,0,0.7,0,0,95.0,10181.25
3/16/2024,EcoFit Smart Bottle,241,10,10,0,0.0,0,0,95.0,9000.0
3/17/2024,EcoFit Smart Bottle,253,10,10,0,0.1,0,0,95.0,9168.75
3/18/2024,EcoFit Smart Bottle,222,10,10,0,0.0,0,0,95.0,9000.0
3/19/2024,EcoFit Smart Bottle,215,10,10,0,0.0,0,0,95.0,9000.0
3/20/2024,EcoFit Smart Bottle,224,10,11,-1,0.0,0,0,95.0,9900.0
3/21/2024,EcoFit Smart Bottle,306,11,11,0,0.9,0,0,95.0,11570.62
3/22/2024,EcoFit Smart Bottle,253,11,11,0,0.0,0,0,95.0,9900.0
3/23/2024,EcoFit Smart Bottle,275,11,11,0,0.0,0,0,95.0,9900.0
3/24/2024,EcoFit Smart Bottle,260,11,11,0,0.0,0,0,95.0,9900.0
3/25/2024,EcoFit Smart Bottle,240,10,11,-1,0.0,0,0,95.0,9900.0
3/26/2024,EcoFit Smart Bottle,229,10,11,-1,0.0,0,0,95.0,9900.0
3/27/2024,EcoFit Smart Bottle,242,11,11,0,0.0,0,0,95.0,9900.0
3/28/2024,EcoFit Smart Bottle,251,11,11,0,0.0,0,0,95.0,9900.0
3/29/2024,EcoFit Smart Bottle,246,11,11,0,0.0,0,0,95.0,9900.0
3/30/2024,EcoFit Smart Bottle,304,11,11,0,0.8,2,1,95.0,11385.0
3/31/2024,EcoFit Smart Bottle,274,11,11,0,0.0,0,0,95.0,9900.0
4/1/2024,EcoFit Smart Bottle,229,11,11,0,0.0,0,0,95.0,9900.0
4/2/2024,EcoFit Smart Bottle,219,11,11,0,0.0,0,0,95.0,9900.0
4/3/2024,EcoFit Smart Bottle,237,10,11,-1,0.0,0,0,95.0,9900.0
4/4/2024,EcoFit Smart Bottle,252,10,11,-1,0.0,0,0,95.0,9900.0
4/5/2024,EcoFit Smart Bottle,241,10,11,-1,0.0,0,0,95.0,9900.0
4/6/2024,EcoFit Smart Bottle,260,11,11,0,0.0,0,0,95.0,9900.0
4/7/2024,EcoFit Smart Bottle,268,11,11,0,0.0,0,0,95.0,9900.0
4/8/2024,EcoFit Smart Bottle,248,11,11,0,0.0,0,0,95.0,9900.0
4/9/2024,EcoFit Smart Bottle,273,11,11,0,0.0,0,0,95.0,9900.0
4/10/2024,EcoFit Smart Bottle,276,11,11,0,0.0,1,1,95.0,9900.0
4/11/2024,EcoFit Smart Bottle,254,11,11,0,0.0,0,0,95.0,9900.0
4/12/2024,EcoFit Smart Bottle,270,11,11,0,0.0,0,0,95.0,9900.0
4/13/2024,EcoFit Smart Bottle,288,11,11,0,0.4,0,0,95.0,10642.5
4/14/2024,EcoFit Smart Bottle,278,11,11,0,0.1,0,0,95.0,10085.62
4/15/2024,EcoFit Smart Bottle,247,11,11,0,0.0,0,0,95.0,9900.0
4/16/2024,EcoFit Smart Bottle,239,11,11,0,0.0,0,0,95.0,9900.0
4/17/2024,EcoFit Smart Bottle,256,11,11,0,0.0,0,0,95.0,9900.0
4/18/2024,EcoFit Smart Bottle,241,11,11,0,0.0,0,0,95.0,9900.0
4/19/2024,EcoFit Smart Bottle,273,11,11,0,0.0,0,0,95.0,9900.0
4/20/2024,EcoFit Smart Bottle,290,11,11,0,0.4,1,1,95.0,10642.5
4/21/2024,EcoFit Smart Bottle,287,11,11,0,0.3,2,1,95.0,10456.88
4/22/2024,EcoFit Smart Bottle,244,11,11,0,0.0,0,0,95.0,9900.0
4/23/2024,EcoFit Smart Bottle,260,11,10,1,0.3,1,1,95.0,9506.25
4/24/2024,EcoFit Smart Bottle,257,11,10,1,0.2,1,1,95.0,9337.5
4/25/2024,EcoFit Smart Bottle,261,11,10,1,0.4,0,0,95.0,9675.0
4/26/2024,EcoFit Smart Bottle,264,11,10,1,0.4,2,1,95.0,9675.0
4/27/2024,EcoFit Smart Bottle,284,11,10,1,1.1,0,0,95.0,10856.25
4/28/2024,EcoFit Smart Bottle,286,11,10,1,1.2,0,0,95.0,11025.0
4/29/2024,EcoFit Smart Bottle,252,11,10,1,0.1,0,0,95.0,9168.75
4/30/2024,EcoFit Smart Bottle,269,11,10,1,0.6,0,0,95.0,10012.5
5/1/2024,EcoFit Smart Bottle,259,11,10,1,0.3,0,0,95.0,9506.25
5/2/2024,EcoFit Smart Bottle,272,12,10,2,0.7,0,0,95.0,10181.25
5/3/2024,EcoFit Smart Bottle,280,12,10,2,1.0,0,0,95.0,10687.5
5/4/2024,EcoFit Smart Bottle,297,12,10,2,1.5,0,0,95.0,11531.25
5/5/2024,EcoFit Smart Bottle,322,12,10,2,2.3,0,0,95.0,12881.25
5/6/2024,EcoFit Smart Bottle,260,12,10,2,0.3,1,1,95.0,9506.25
5/7/2024,EcoFit Smart Bottle,264,12,10,2,0.4,2,1,95.0,9675.0
5/8/2024,EcoFit Smart Bottle,249,12,10,2,0.0,0,0,95.0,9000.0
5/9/2024,EcoFit Smart Bottle,261,11,10,1,0.4,0,0,95.0,9675.0
5/10/2024,EcoFit Smart Bottle,281,11,10,1,1.0,0,0,95.0,10687.5
5/11/2024,EcoFit Smart Bottle,289,11,10,1,1.2,2,1,95.0,11025.0
5/12/2024,EcoFit Smart Bottle,278,11,10,1,0.9,0,0,95.0,10518.75
5/13/2024,EcoFit Smart Bottle,250,11,10,1,0.0,0,0,95.0,9000.0
5/14/2024,EcoFit Smart Bottle,264,11,10,1,0.4,2,1,95.0,9675.0
5/15/2024,EcoFit Smart Bottle,267,11,12,-1,0.0,0,0,95.0,10800.0
5/16/2024,EcoFit Smart Bottle,271,11,12,-1,0.0,0,0,95.0,10800.0
5/17/2024,EcoFit Smart Bottle,266,12,12,0,0.0,0,0,95.0,10800.0
5/18/2024,EcoFit Smart Bottle,294,11,12,-1,0.0,0,0,95.0,10800.0
5/19/2024,EcoFit Smart Bottle,283,11,12,-1,0.0,0,0,95.0,10800.0
5/20/2024,EcoFit Smart Bottle,281,11,12,-1,0.0,0,0,95.0,10800.0
5/21/2024,EcoFit Smart Bottle,245,12,12,0,0.0,0,0,95.0,10800.0
5/22/2024,EcoFit Smart Bottle,266,12,12,0,0.0,0,0,95.0,10800.0
5/23/2024,EcoFit Smart Bottle,282,12,12,0,0.0,0,0,95.0,10800.0
5/24/2024,EcoFit Smart Bottle,279,12,12,0,0.0,0,0,95.0,10800.0
5/25/2024,EcoFit Smart Bottle,335,12,12,0,0.9,1,1,95.0,12622.5
5/26/2024,EcoFit Smart Bottle,279,12,12,0,0.0,0,0,95.0,10800.0
5/27/2024,EcoFit Smart Bottle,274,12,12,0,0.0,0,0,95.0,10800.0
5/28/2024,EcoFit Smart Bottle,266,12,12,0,0.0,0,0,95.0,10800.0
5/29/2024,EcoFit Smart Bottle,266,11,12,-1,0.0,0,0,95.0,10800.0
5/30/2024,EcoFit Smart Bottle,255,12,12,0,0.0,0,0,95.0,10800.0
5/31/2024,EcoFit Smart Bottle,286,12,12,0,0.0,0,0,95.0,10800.0
6/1/2024,EcoFit Smart Bottle,286,12,12,0,0.0,0,0,95.0,10800.0
6/2/2024,EcoFit Smart Bottle,332,12,12,0,0.9,0,0,95.0,12622.5
6/3/2024,EcoFit Smart Bottle,289,12,12,0,0.0,0,0,95.0,10800.0
6/4/2024,EcoFit Smart Bottle,244,12,12,0,0.0,0,0,95.0,10800.0
6/5/2024,EcoFit Smart Bottle,278,12,12,0,0.0,0,0,95.0,10800.0
6/6/2024,EcoFit Smart Bottle,262,12,12,0,0.0,0,0,95.0,10800.0
6/7/2024,EcoFit Smart Bottle,334,12,12,0,0.9,0,0,95.0,12622.5
6/8/2024,EcoFit Smart Bottle,352,12,12,0,1.4,0,0,95.0,13635.0
6/9/2024,EcoFit Smart Bottle,285,12,12,0,0.0,0,0,95.0,10800.0
6/10/2024,EcoFit Smart Bottle,260,12,12,0,0.0,0,0,95.0,10800.0
6/11/2024,EcoFit Smart Bottle,290,12,12,0,0.0,0,0,95.0,10800.0
6/12/2024,EcoFit Smart Bottle,266,12,12,0,0.0,0,0,95.0,10800.0
6/13/2024,EcoFit Smart Bottle,266,12,12,0,0.0,0,0,95.0,10800.0
6/14/2024,EcoFit Smart Bottle,329,12,12,0,0.8,0,0,95.0,12420.0
6/15/2024,EcoFit Smart Bottle,311,12,12,0,0.3,0,0,95.0,11407.5
6/16/2024,EcoFit Smart Bottle,291,12,12,0,0.0,0,0,95.0,10800.0
6/17/2024,EcoFit Smart Bottle,268,12,12,0,0.0,0,0,95.0,10800.0
6/18/2024,EcoFit Smart Bottle,262,12,12,0,0.0,0,0,95.0,10800.0
6/19/2024,EcoFit Smart Bottle,267,12,12,0,0.0,0,0,95.0,10800.0
6/20/2024,EcoFit Smart Bottle,277,12,12,0,0.0,0,0,95.0,10800.0
6/21/2024,EcoFit Smart Bottle,292,12,12,0,0.0,0,0,95.0,10800.0
6/22/2024,EcoFit Smart Bottle,441,12,12,0,3.8,0,0,95.0,18495.0
6/23/2024,EcoFit Smart Bottle,284,12,12,0,0.0,0,0,95.0,10800.0
6/24/2024,EcoFit Smart Bottle,253,12,12,0,0.0,0,0,95.0,10800.0
6/25/2024,EcoFit Smart Bottle,274,12,12,0,0.0,0,0,95.0,10800.0
6/26/2024,EcoFit Smart Bottle,271,12,12,0,0.0,0,0,95.0,10800.0
6/27/2024,EcoFit Smart Bottle,272,12,12,0,0.0,0,0,95.0,10800.0
6/28/2024,EcoFit Smart Bottle,277,12,12,0,0.0,0,0,95.0,10800.0
6/29/2024,EcoFit Smart Bottle,296,11,12,-1,0.0,0,0,95.0,10800.0
6/30/2024,EcoFit Smart Bottle,295,11,12,-1,0.0,0,0,95.0,10800.0
7/1/2024,EcoFit Smart Bottle,263,11,12,-1,0.0,0,0,95.0,10800.0
7/2/2024,EcoFit Smart Bottle,248,11,12,-1,0.0,0,0,95.0,10800.0
7/3/2024,EcoFit Smart Bottle,259,11,12,-1,0.0,0,0,95.0,10800.0
7/4/2024,EcoFit Smart Bottle,261,11,12,-1,0.0,0,0,95.0,10800.0
7/5/2024,EcoFit Smart Bottle,274,11,12,-1,0.0,0,0,95.0,10800.0
7/6/2024,EcoFit Smart Bottle,293,11,12,-1,0.0,0,0,95.0,10800.0
7/7/2024,EcoFit Smart Bottle,274,12,12,0,0.0,0,0,95.0,10800.0
7/8/2024,EcoFit Smart Bottle,261,11,12,-1,0.0,0,0,95.0,10800.0
7/9/2024,EcoFit Smart Bottle,289,11,12,-1,0.0,0,0,95.0,10800.0
7/10/2024,EcoFit Smart Bottle,278,11,12,-1,0.0,0,0,95.0,10800.0
7/11/2024,EcoFit Smart Bottle,241,11,12,-1,0.0,0,0,95.0,10800.0
7/12/2024,EcoFit Smart Bottle,258,11,12,-1,0.0,0,0,95.0,10800.0
7/13/2024,EcoFit Smart Bottle,280,11,12,-1,0.0,0,0,95.0,10800.0
7/14/2024,EcoFit Smart Bottle,284,11,12,-1,0.0,0,0,95.0,10800.0
7/15/2024,EcoFit Smart Bottle,237,11,12,-1,0.0,0,0,95.0,10800.0
7/16/2024,EcoFit Smart Bottle,243,11,12,-1,0.0,0,0,95.0,10800.0
7/17/2024,EcoFit Smart Bottle,247,11,12,-1,0.0,0,0,95.0,10800.0
7/18/2024,EcoFit Smart Bottle,238,11,12,-1,0.0,0,0,95.0,10800.0
7/19/2024,EcoFit Smart Bottle,271,11,12,-1,0.0,0,0,95.0,10800.0
7/20/2024,EcoFit Smart Bottle,269,11,12,-1,0.0,0,0,95.0,10800.0
7/21/2024,EcoFit Smart Bottle,277,11,12,-1,0.0,0,0,95.0,10800.0
7/22/2024,EcoFit Smart Bottle,256,11,12,-1,0.0,0,0,95.0,10800.0
7/23/2024,EcoFit Smart Bottle,264,11,12,-1,0.0,0,0,95.0,10800.0
7/24/2024,EcoFit Smart Bottle,239,11,12,-1,0.0,0,0,95.0,10800.0
7/25/2024,EcoFit Smart Bottle,246,11,12,-1,0.0,0,0,95.0,10800.0
7/26/2024,EcoFit Smart Bottle,274,11,12,-1,0.0,0,0,95.0,10800.0
7/27/2024,EcoFit Smart Bottle,278,11,12,-1,0.0,0,0,95.0,10800.0
7/28/2024,EcoFit Smart Bottle,258,11,12,-1,0.0,0,0,95.0,10800.0
7/29/2024,EcoFit Smart Bottle,251,11,12,-1,0.0,0,0,95.0,10800.0
7/30/2024,EcoFit Smart Bottle,255,11,12,-1,0.0,0,0,95.0,10800.0
7/31/2024,EcoFit Smart Bottle,248,11,12,-1,0.0,0,0,95.0,10800.0
8/1/2024,EcoFit Smart Bottle,248,11,12,-1,0.0,0,0,95.0,10800.0
8/2/2024,EcoFit Smart Bottle,234,11,12,-1,0.0,0,0,95.0,10800.0
8/3/2024,EcoFit Smart Bottle,299,11,12,-1,0.0,0,0,95.0,10800.0
8/4/2024,EcoFit Smart Bottle,238,11,12,-1,0.0,0,0,95.0,10800.0
8/5/2024,EcoFit Smart Bottle,238,11,12,-1,0.0,0,0,95.0,10800.0
8/6/2024,EcoFit Smart Bottle,217,11,12,-1,0.0,0,0,95.0,10800.0
8/7/2024,EcoFit Smart Bottle,241,11,12,-1,0.0,0,0,95.0,10800.0
8/8/2024,EcoFit Smart Bottle,250,11,12,-1,0.0,0,0,95.0,10800.0
8/9/2024,EcoFit Smart Bottle,241,11,12,-1,0.0,0,0,95.0,10800.0
8/10/2024,EcoFit Smart Bottle,317,11,12,-1,0.5,0,0,95.0,11812.5
8/11/2024,EcoFit Smart Bottle,260,10,12,-2,0.0,0,0,95.0,10800.0
8/12/2024,EcoFit Smart Bottle,235,11,12,-1,0.0,0,0,95.0,10800.0
8/13/2024,EcoFit Smart Bottle,217,11,12,-1,0.0,0,0,95.0,10800.0
8/14/2024,EcoFit Smart Bottle,226,10,12,-2,0.0,0,0,95.0,10800.0
8/15/2024,EcoFit Smart Bottle,260,10,12,-2,0.0,0,0,95.0,10800.0
8/16/2024,EcoFit Smart Bottle,239,10,12,-2,0.0,0,0,95.0,10800.0
8/17/2024,EcoFit Smart Bottle,259,10,12,-2,0.0,0,0,95.0,10800.0
8/18/2024,EcoFit Smart Bottle,270,10,12,-2,0.0,0,0,95.0,10800.0
8/19/2024,EcoFit Smart Bottle,238,10,12,-2,0.0,0,0,95.0,10800.0
8/20/2024,EcoFit Smart Bottle,237,10,12,-2,0.0,0,0,95.0,10800.0
8/21/2024,EcoFit Smart Bottle,236,10,12,-2,0.0,0,0,95.0,10800.0
8/22/2024,EcoFit Smart Bottle,244,10,12,-2,0.0,0,0,95.0,10800.0
8/23/2024,EcoFit Smart Bottle,261,10,12,-2,0.0,0,0,95.0,10800.0
8/24/2024,EcoFit Smart Bottle,247,10,12,-2,0.0,0,0,95.0,10800.0
8/25/2024,EcoFit Smart Bottle,281,10,12,-2,0.0,0,0,95.0,10800.0
8/26/2024,EcoFit Smart Bottle,216,10,12,-2,0.0,0,0,95.0,10800.0
8/27/2024,EcoFit Smart Bottle,225,10,12,-2,0.0,0,0,95.0,10800.0
8/28/2024,EcoFit Smart Bottle,215,10,12,-2,0.0,0,0,95.0,10800.0
8/29/2024,EcoFit Smart Bottle,224,10,12,-2,0.0,0,0,95.0,10800.0
8/30/2024,EcoFit Smart Bottle,230,10,12,-2,0.0,0,0,95.0,10800.0
8/31/2024,EcoFit Smart Bottle,258,10,12,-2,0.0,0,0,95.0,10800.0
