Date,Product,StockOnHand,UnitsSold,ReorderPoint,SafetyStock,OrderPlaced,OrderQuantity,SupplierLeadTimeDays,OrderArrived,StockoutFlag,UnitsShort,DailyHoldingCost
2023-10-17,EcoFit Smart Bottle,1381,181.0,1077,81,0,0,6,0,0,0,30.27
2023-10-18,EcoFit Smart Bottle,1204,177.0,1069,82,0,0,5,0,0,0,26.39
2023-10-19,EcoFit Smart Bottle,1044,160.0,1052,84,1,3044,5,0,0,0,22.88
2023-10-20,EcoFit Smart Bottle,851,193.0,1148,88,0,0,17,0,0,0,18.65
2023-10-21,EcoFit Smart Bottle,623,228.0,1226,92,0,0,15,0,0,0,13.65
2023-10-22,EcoFit Smart Bottle,410,213.0,1291,95,0,0,15,0,0,0,8.99
2023-10-23,EcoFit Smart Bottle,217,193.0,1289,93,0,0,6,0,0,0,4.76
2023-10-24,EcoFit Smart Bottle,3034,227.0,1308,93,0,0,7,1,0,0,66.5
2023-10-25,EcoFit Smart Bottle,2862,172.0,1307,95,0,0,5,0,0,0,62.73
2023-10-26,EcoFit Smart Bottle,2685,177.0,1327,97,0,0,7,0,0,0,58.85
2023-10-27,EcoFit Smart Bottle,2488,197.0,1314,97,0,0,4,0,0,0,54.53
2023-10-28,EcoFit Smart Bottle,2292,196.0,1315,96,0,0,5,0,0,0,50.24
2023-10-29,EcoFit Smart Bottle,2104,188.0,1293,91,0,0,5,0,0,0,46.12
2023-10-30,EcoFit Smart Bottle,1922,182.0,1265,87,0,0,3,0,0,0,42.13
2023-10-31,EcoFit Smart Bottle,1741,181.0,1238,71,0,0,5,0,0,0,38.16
2023-11-01,EcoFit Smart Bottle,1532,209.0,1240,72,0,0,6,0,0,0,33.58
2023-11-02,EcoFit Smart Bottle,1349,183.0,1234,71,0,0,5,0,0,0,29.57
2023-11-03,EcoFit Smart Bottle,1146,203.0,1241,71,1,2992,5,0,0,0,25.12
2023-11-04,EcoFit Smart Bottle,926,220.0,1255,74,0,0,6,0,0,0,20.3
2023-11-05,EcoFit Smart Bottle,736,190.0,1259,74,0,0,4,0,0,0,16.13
2023-11-06,EcoFit Smart Bottle,508,228.0,1250,76,0,0,4,0,0,0,11.13
2023-11-07,EcoFit Smart Bottle,349,159.0,1245,80,0,0,4,0,0,0,7.65
2023-11-08,EcoFit Smart Bottle,3170,171.0,1248,82,0,0,4,1,0,0,69.48
2023-11-09,EcoFit Smart Bottle,3008,162.0,1269,84,0,0,6,0,0,0,65.93
2023-11-10,EcoFit Smart Bottle,2835,173.0,1258,83,0,0,5,0,0,0,62.14
2023-11-11,EcoFit Smart Bottle,2640,195.0,1243,82,0,0,4,0,0,0,57.86
2023-11-12,EcoFit Smart Bottle,2437,203.0,1236,82,0,0,4,0,0,0,53.41
2023-11-13,EcoFit Smart Bottle,2268,169.0,1246,82,0,0,8,0,0,0,49.71
2023-11-14,EcoFit Smart Bottle,2099,169.0,1237,82,0,0,4,0,0,0,46.01
2023-11-15,EcoFit Smart Bottle,1925,174.0,1236,82,0,0,4,0,0,0,42.19
2023-11-16,EcoFit Smart Bottle,1752,173.0,1229,83,0,0,5,0,0,0,38.4
2023-11-17,EcoFit Smart Bottle,1590,162.0,1234,85,0,0,6,0,0,0,34.85
2023-11-18,EcoFit Smart Bottle,1373,217.0,1245,85,0,0,5,0,0,0,30.09
2023-11-19,EcoFit Smart Bottle,1170,203.0,1162,82,0,0,4,0,0,0,25.64
2023-11-20,EcoFit Smart Bottle,952,218.0,1085,77,1,2946,4,0,0,0,20.87
2023-11-21,EcoFit Smart Bottle,772,180.0,1020,74,0,0,6,0,0,0,16.92
2023-11-22,EcoFit Smart Bottle,593,179.0,1011,74,0,0,5,0,0,0,13.0
2023-11-23,EcoFit Smart Bottle,417,176.0,972,68,0,0,3,0,0,0,9.14
2023-11-24,EcoFit Smart Bottle,3174,189.0,981,68,0,0,6,1,0,0,69.57
2023-11-25,EcoFit Smart Bottle,2957,217.0,983,70,0,0,6,0,0,0,64.81
2023-11-26,EcoFit Smart Bottle,2768,189.0,988,70,0,0,5,0,0,0,60.67
2023-11-27,EcoFit Smart Bottle,2603,165.0,984,71,0,0,5,0,0,0,57.05
2023-11-28,EcoFit Smart Bottle,2416,187.0,984,71,0,0,5,0,0,0,52.95
2023-11-29,EcoFit Smart Bottle,2229,165.0,992,72,0,0,4,0,0,0,48.85
2023-11-30,EcoFit Smart Bottle,2064,165.0,984,73,0,0,4,0,0,0,45.24
2023-12-01,EcoFit Smart Bottle,1886,178.0,971,71,0,0,5,0,0,0,41.34
2023-12-02,EcoFit Smart Bottle,1694,192.0,966,71,0,0,4,0,0,0,37.13
2023-12-03,EcoFit Smart Bottle,1507,187.0,962,70,0,0,5,0,0,0,33.03
2023-12-04,EcoFit Smart Bottle,1333,174.0,939,66,0,0,4,0,0,0,29.22
2023-12-05,EcoFit Smart Bottle,1154,179.0,943,66,0,0,5,0,0,0,25.29
2023-12-06,EcoFit Smart Bottle,992,162.0,934,61,0,0,5,0,0,0,21.74
2023-12-07,EcoFit Smart Bottle,805,187.0,954,59,1,2887,7,0,0,0,17.64
2023-12-08,EcoFit Smart Bottle,577,228.0,971,66,0,0,4,0,0,0,12.65
2023-12-09,EcoFit Smart Bottle,328,249.0,982,76,0,0,4,0,0,0,7.19
2023-12-10,EcoFit Smart Bottle,91,237.0,992,82,0,0,4,0,0,0,1.99
2023-12-11,EcoFit Smart Bottle,0,213.0,996,83,0,0,4,0,1,122,0.0
2023-12-12,EcoFit Smart Bottle,0,201.0,996,83,0,0,4,0,1,201,0.0
2023-12-13,EcoFit Smart Bottle,0,177.0,977,82,0,0,5,0,1,177,0.0
2023-12-14,EcoFit Smart Bottle,2706,181.0,991,81,0,0,6,1,0,0,59.31
2023-12-15,EcoFit Smart Bottle,2528,178.0,1012,82,0,0,7,0,0,0,55.41
2023-12-16,EcoFit Smart Bottle,2320,208.0,1010,81,0,0,4,0,0,0,50.85
2023-12-17,EcoFit Smart Bottle,2120,200.0,1027,79,0,0,8,0,0,0,46.47
2023-12-18,EcoFit Smart Bottle,1943,177.0,1033,79,0,0,7,0,0,0,42.59
2023-12-19,EcoFit Smart Bottle,1760,183.0,1036,79,0,0,5,0,0,0,38.58
2023-12-20,EcoFit Smart Bottle,1574,186.0,1022,77,0,0,3,0,0,0,34.5
2023-12-21,EcoFit Smart Bottle,1407,167.0,1015,78,0,0,5,0,0,0,30.84
2023-12-22,EcoFit Smart Bottle,1231,176.0,1015,78,0,0,5,0,0,0,26.98
2023-12-23,EcoFit Smart Bottle,1028,203.0,1019,78,0,0,3,0,0,0,22.53
2023-12-24,EcoFit Smart Bottle,862,166.0,1010,79,1,2944,5,0,0,0,18.89
2023-12-25,EcoFit Smart Bottle,664,198.0,998,77,0,0,5,0,0,0,14.55
2023-12-26,EcoFit Smart Bottle,475,189.0,992,77,0,0,4,0,0,0,10.41
2023-12-27,EcoFit Smart Bottle,292,183.0,999,75,0,0,6,0,0,0,6.4
2023-12-28,EcoFit Smart Bottle,125,167.0,1004,77,0,0,6,0,0,0,2.74
2023-12-29,EcoFit Smart Bottle,2878,191.0,1011,77,0,0,5,1,0,0,63.08
2023-12-30,EcoFit Smart Bottle,2691,187.0,1020,76,0,0,5,0,0,0,58.98
2023-12-31,EcoFit Smart Bottle,2477,214.0,1021,77,0,0,4,0,0,0,54.29
2024-01-01,EcoFit Smart Bottle,2274,203.0,1023,77,0,0,4,0,0,0,49.84
2024-01-02,EcoFit Smart Bottle,2040,234.0,1035,82,0,0,5,0,0,0,44.71
2024-01-03,EcoFit Smart Bottle,1842,198.0,1051,81,0,0,6,0,0,0,40.37
2024-01-04,EcoFit Smart Bottle,1658,184.0,1046,81,0,0,4,0,0,0,36.34
2024-01-05,EcoFit Smart Bottle,1475,183.0,1033,78,0,0,3,0,0,0,32.33
2024-01-06,EcoFit Smart Bottle,1275,200.0,1028,77,0,0,6,0,0,0,27.95
2024-01-07,EcoFit Smart Bottle,1087,188.0,1012,74,0,0,3,0,0,0,23.82
2024-01-08,EcoFit Smart Bottle,913,174.0,997,65,1,2956,5,0,0,0,20.01
2024-01-09,EcoFit Smart Bottle,747,166.0,999,59,0,0,7,0,0,0,16.37
2024-01-10,EcoFit Smart Bottle,577,170.0,998,59,0,0,5,0,0,0,12.65
2024-01-11,EcoFit Smart Bottle,418,159.0,993,61,0,0,4,0,0,0,9.16
2024-01-12,EcoFit Smart Bottle,196,222.0,998,65,0,0,4,0,0,0,4.3
2024-01-13,EcoFit Smart Bottle,2927,225.0,1009,69,0,0,6,1,0,0,64.15
2024-01-14,EcoFit Smart Bottle,2706,221.0,1006,71,0,0,5,0,0,0,59.31
2024-01-15,EcoFit Smart Bottle,2509,197.0,1016,71,0,0,6,0,0,0,54.99
2024-01-16,EcoFit Smart Bottle,2320,189.0,1001,70,0,0,6,0,0,0,50.85
2024-01-17,EcoFit Smart Bottle,2144,176.0,988,70,0,0,5,0,0,0,46.99
2024-01-18,EcoFit Smart Bottle,1957,187.0,989,70,0,0,5,0,0,0,42.89
2024-01-19,EcoFit Smart Bottle,1712,245.0,1014,79,0,0,4,0,0,0,37.52
2024-01-20,EcoFit Smart Bottle,1486,226.0,1004,79,0,0,2,0,0,0,32.57
2024-01-21,EcoFit Smart Bottle,1269,217.0,997,79,0,0,3,0,0,0,27.81
2024-01-22,EcoFit Smart Bottle,1068,201.0,1011,80,0,0,5,0,0,0,23.41
2024-01-23,EcoFit Smart Bottle,880,188.0,1012,77,1,2991,5,0,0,0,19.29
2024-01-24,EcoFit Smart Bottle,714,166.0,1010,80,0,0,5,0,0,0,15.65
2024-01-25,EcoFit Smart Bottle,520,194.0,1017,80,0,0,5,0,0,0,11.4
2024-01-26,EcoFit Smart Bottle,279,241.0,1025,85,0,0,5,0,0,0,6.12
2024-01-27,EcoFit Smart Bottle,279,0.0,1067,154,0,0,6,0,0,0,6.12
2024-01-28,EcoFit Smart Bottle,3270,0.0,1074,198,0,0,4,1,0,0,71.67
2024-01-29,EcoFit Smart Bottle,3052,218.0,1080,199,0,0,5,0,0,0,66.89
2024-01-30,EcoFit Smart Bottle,2856,196.0,1070,198,0,0,3,0,0,0,62.6
2024-01-31,EcoFit Smart Bottle,2666,190.0,1082,199,0,0,6,0,0,0,58.43
2024-02-01,EcoFit Smart Bottle,2406,260.0,1090,203,0,0,5,0,0,0,52.73
2024-02-02,EcoFit Smart Bottle,2180,226.0,1088,203,0,0,5,0,0,0,47.78
2024-02-03,EcoFit Smart Bottle,1943,237.0,1120,208,0,0,7,0,0,0,42.59
2024-02-04,EcoFit Smart Bottle,1712,231.0,1151,212,0,0,6,0,0,0,37.52
2024-02-05,EcoFit Smart Bottle,1516,196.0,1143,211,0,0,5,0,0,0,33.23
2024-02-06,EcoFit Smart Bottle,1339,177.0,1163,214,0,0,6,0,0,0,29.35
2024-02-07,EcoFit Smart Bottle,1145,194.0,1159,213,1,2948,4,0,0,0,25.1
2024-02-08,EcoFit Smart Bottle,933,212.0,1152,211,0,0,5,0,0,0,20.45
2024-02-09,EcoFit Smart Bottle,704,229.0,1163,212,0,0,5,0,0,0,15.43
2024-02-10,EcoFit Smart Bottle,455,249.0,1172,213,0,0,3,0,0,0,9.97
2024-02-11,EcoFit Smart Bottle,3163,240.0,1191,216,0,0,6,1,0,0,69.33
2024-02-12,EcoFit Smart Bottle,2928,235.0,1178,215,0,0,4,0,0,0,64.18
2024-02-13,EcoFit Smart Bottle,2742,186.0,1179,215,0,0,6,0,0,0,60.1
2024-02-14,EcoFit Smart Bottle,2540,202.0,1172,214,0,0,5,0,0,0,55.67
2024-02-15,EcoFit Smart Bottle,2332,208.0,1175,214,0,0,6,0,0,0,51.11
2024-02-16,EcoFit Smart Bottle,2118,214.0,1189,215,0,0,6,0,0,0,46.42
2024-02-17,EcoFit Smart Bottle,1871,247.0,1193,216,0,0,4,0,0,0,41.01
2024-02-18,EcoFit Smart Bottle,1623,248.0,1187,216,0,0,3,0,0,0,35.57
2024-02-19,EcoFit Smart Bottle,1402,221.0,1208,218,0,0,5,0,0,0,30.73
2024-02-20,EcoFit Smart Bottle,1180,222.0,1231,220,1,3028,6,0,0,0,25.86
2024-02-21,EcoFit Smart Bottle,958,222.0,1236,221,0,0,5,0,0,0,21.0
2024-02-22,EcoFit Smart Bottle,725,233.0,1237,221,0,0,4,0,0,0,15.89
2024-02-23,EcoFit Smart Bottle,496,229.0,1246,220,0,0,5,0,0,0,10.87
2024-02-24,EcoFit Smart Bottle,248,248.0,1233,219,0,0,2,0,0,0,5.44
2024-02-25,EcoFit Smart Bottle,11,237.0,1225,218,0,0,4,0,0,0,0.24
2024-02-26,EcoFit Smart Bottle,2808,231.0,1195,165,0,0,4,1,0,0,61.55
2024-02-27,EcoFit Smart Bottle,2598,210.0,1147,76,0,0,5,0,0,0,56.94
2024-02-28,EcoFit Smart Bottle,2220,378.0,1217,128,0,0,4,0,0,0,48.66
2024-02-29,EcoFit Smart Bottle,2011,209.0,1227,128,0,0,4,0,0,0,44.08
2024-03-01,EcoFit Smart Bottle,1792,219.0,1221,125,0,0,5,0,0,0,39.28
2024-03-02,EcoFit Smart Bottle,1551,241.0,1208,123,0,0,4,0,0,0,33.99
2024-03-03,EcoFit Smart Bottle,1309,242.0,1211,123,0,0,5,0,0,0,28.69
2024-03-04,EcoFit Smart Bottle,1082,227.0,1186,122,1,3225,4,0,0,0,23.72
2024-03-05,EcoFit Smart Bottle,879,203.0,1174,122,0,0,5,0,0,0,19.27
2024-03-06,EcoFit Smart Bottle,641,238.0,1170,120,0,0,4,0,0,0,14.05
2024-03-07,EcoFit Smart Bottle,402,239.0,1175,115,0,0,6,0,0,0,8.81
2024-03-08,EcoFit Smart Bottle,3382,245.0,1189,113,0,0,5,1,0,0,74.13
2024-03-09,EcoFit Smart Bottle,3127,255.0,1204,114,0,0,6,0,0,0,68.54
2024-03-10,EcoFit Smart Bottle,2891,236.0,1205,114,0,0,5,0,0,0,63.36
2024-03-11,EcoFit Smart Bottle,2685,206.0,1207,115,0,0,4,0,0,0,58.85
2024-03-12,EcoFit Smart Bottle,2467,218.0,1204,115,0,0,6,0,0,0,54.07
2024-03-13,EcoFit Smart Bottle,2251,216.0,1209,116,0,0,5,0,0,0,49.34
2024-03-14,EcoFit Smart Bottle,1971,280.0,1216,116,0,0,5,0,0,0,43.2
2024-03-15,EcoFit Smart Bottle,1700,271.0,1227,116,0,0,5,0,0,0,37.26
2024-03-16,EcoFit Smart Bottle,1459,241.0,1222,114,0,0,5,0,0,0,31.98
2024-03-17,EcoFit Smart Bottle,1206,253.0,1229,114,1,3301,6,0,0,0,26.43
2024-03-18,EcoFit Smart Bottle,984,222.0,1249,115,0,0,7,0,0,0,21.57
2024-03-19,EcoFit Smart Bottle,769,215.0,1253,116,0,0,4,0,0,0,16.85
2024-03-20,EcoFit Smart Bottle,545,224.0,1262,117,0,0,6,0,0,0,11.95
2024-03-21,EcoFit Smart Bottle,239,306.0,1275,124,0,0,5,0,0,0,5.24
2024-03-22,EcoFit Smart Bottle,0,253.0,1288,124,0,0,6,0,1,14,0.0
2024-03-23,EcoFit Smart Bottle,3026,275.0,1306,127,0,0,5,1,0,0,66.32
2024-03-24,EcoFit Smart Bottle,2766,260.0,1319,127,0,0,6,0,0,0,60.62
2024-03-25,EcoFit Smart Bottle,2526,240.0,1318,127,0,0,2,0,0,0,55.36
2024-03-26,EcoFit Smart Bottle,2297,229.0,1317,128,0,0,4,0,0,0,50.35
2024-03-27,EcoFit Smart Bottle,2055,242.0,1318,127,0,0,4,0,0,0,45.04
2024-03-28,EcoFit Smart Bottle,1804,251.0,1323,125,0,0,5,0,0,0,39.54
2024-03-29,EcoFit Smart Bottle,1558,246.0,1261,85,0,0,4,0,0,0,34.15
2024-03-30,EcoFit Smart Bottle,1254,304.0,1285,93,1,3331,4,0,0,0,27.48
2024-03-31,EcoFit Smart Bottle,980,274.0,1303,94,0,0,6,0,0,0,21.48
2024-04-01,EcoFit Smart Bottle,751,229.0,1326,95,0,0,7,0,0,0,16.46
2024-04-02,EcoFit Smart Bottle,532,219.0,1299,96,0,0,2,0,0,0,11.66
2024-04-03,EcoFit Smart Bottle,3626,237.0,1308,95,0,0,5,1,0,0,79.47
2024-04-04,EcoFit Smart Bottle,3374,252.0,1312,91,0,0,5,0,0,0,73.95
2024-04-05,EcoFit Smart Bottle,3133,241.0,1321,91,0,0,5,0,0,0,68.67
2024-04-06,EcoFit Smart Bottle,2873,260.0,1316,91,0,0,5,0,0,0,62.97
2024-04-07,EcoFit Smart Bottle,2605,268.0,1313,92,0,0,4,0,0,0,57.1
2024-04-08,EcoFit Smart Bottle,2357,248.0,1294,91,0,0,4,0,0,0,51.66
2024-04-09,EcoFit Smart Bottle,2084,273.0,1310,93,0,0,6,0,0,0,45.68
2024-04-10,EcoFit Smart Bottle,1808,276.0,1335,90,0,0,6,0,0,0,39.63
2024-04-11,EcoFit Smart Bottle,1554,254.0,1330,87,0,0,5,0,0,0,34.06
2024-04-12,EcoFit Smart Bottle,1284,270.0,1327,84,1,3403,4,0,0,0,28.14
2024-04-13,EcoFit Smart Bottle,996,288.0,1330,85,0,0,5,0,0,0,21.83
2024-04-14,EcoFit Smart Bottle,718,278.0,1332,86,0,0,5,0,0,0,15.74
2024-04-15,EcoFit Smart Bottle,471,247.0,1341,86,0,0,6,0,0,0,10.32
2024-04-16,EcoFit Smart Bottle,3635,239.0,1331,86,0,0,5,1,0,0,79.67
2024-04-17,EcoFit Smart Bottle,3379,256.0,1308,83,0,0,4,0,0,0,74.06
2024-04-18,EcoFit Smart Bottle,3138,241.0,1316,79,0,0,5,0,0,0,68.78
2024-04-19,EcoFit Smart Bottle,2865,273.0,1304,76,0,0,4,0,0,0,62.79
2024-04-20,EcoFit Smart Bottle,2575,290.0,1306,72,0,0,6,0,0,0,56.44
2024-04-21,EcoFit Smart Bottle,2288,287.0,1315,75,0,0,6,0,0,0,50.15
2024-04-22,EcoFit Smart Bottle,2044,244.0,1300,74,0,0,4,0,0,0,44.8
2024-04-23,EcoFit Smart Bottle,1784,260.0,1291,74,0,0,5,0,0,0,39.1
2024-04-24,EcoFit Smart Bottle,1527,257.0,1311,74,0,0,4,0,0,0,33.47
2024-04-25,EcoFit Smart Bottle,1266,261.0,1332,72,1,3436,6,0,0,0,27.75
2024-04-26,EcoFit Smart Bottle,1002,264.0,1352,71,0,0,6,0,0,0,21.96
2024-04-27,EcoFit Smart Bottle,718,284.0,1359,73,0,0,5,0,0,0,15.74
2024-04-28,EcoFit Smart Bottle,432,286.0,1384,74,0,0,6,0,0,0,9.47
2024-04-29,EcoFit Smart Bottle,180,252.0,1379,69,0,0,5,0,0,0,3.95
2024-04-30,EcoFit Smart Bottle,0,269.0,1360,68,0,0,4,0,1,89,0.0
2024-05-01,EcoFit Smart Bottle,3177,259.0,1335,64,0,0,4,1,0,0,69.63
2024-05-02,EcoFit Smart Bottle,2905,272.0,1364,58,0,0,5,0,0,0,63.67
2024-05-03,EcoFit Smart Bottle,2625,280.0,1369,56,0,0,5,0,0,0,57.53
2024-05-04,EcoFit Smart Bottle,2328,297.0,1380,60,0,0,5,0,0,0,51.02
2024-05-05,EcoFit Smart Bottle,2006,322.0,1393,68,0,0,4,0,0,0,43.97
2024-05-06,EcoFit Smart Bottle,1746,260.0,1402,68,0,0,6,0,0,0,38.27
2024-05-07,EcoFit Smart Bottle,1482,264.0,1420,69,0,0,6,0,0,0,32.48
2024-05-08,EcoFit Smart Bottle,1233,249.0,1429,69,1,3499,5,0,0,0,27.02
2024-05-09,EcoFit Smart Bottle,972,261.0,1408,68,0,0,4,0,0,0,21.3
2024-05-10,EcoFit Smart Bottle,691,281.0,1410,69,0,0,6,0,0,0,15.15
2024-05-11,EcoFit Smart Bottle,402,289.0,1426,70,0,0,6,0,0,0,8.81
2024-05-12,EcoFit Smart Bottle,124,278.0,1436,70,0,0,5,0,0,0,2.72
2024-05-13,EcoFit Smart Bottle,3373,250.0,1421,70,0,0,4,1,0,0,73.93
2024-05-14,EcoFit Smart Bottle,3109,264.0,1418,70,0,0,5,0,0,0,68.14
2024-05-15,EcoFit Smart Bottle,2842,267.0,1429,68,0,0,7,0,0,0,62.29
2024-05-16,EcoFit Smart Bottle,2571,271.0,1413,65,0,0,3,0,0,0,56.35
2024-05-17,EcoFit Smart Bottle,2305,266.0,1423,64,0,0,5,0,0,0,50.52
2024-05-18,EcoFit Smart Bottle,2011,294.0,1431,63,0,0,5,0,0,0,44.08
2024-05-19,EcoFit Smart Bottle,1728,283.0,1432,63,0,0,4,0,0,0,37.87
2024-05-20,EcoFit Smart Bottle,1447,281.0,1421,62,0,0,5,0,0,0,31.72
2024-05-21,EcoFit Smart Bottle,1202,245.0,1397,63,1,3512,4,0,0,0,26.35
2024-05-22,EcoFit Smart Bottle,936,266.0,1407,61,0,0,5,0,0,0,20.52
2024-05-23,EcoFit Smart Bottle,654,282.0,1420,61,0,0,6,0,0,0,14.33
2024-05-24,EcoFit Smart Bottle,375,279.0,1433,61,0,0,5,0,0,0,8.22
2024-05-25,EcoFit Smart Bottle,3552,335.0,1439,73,0,0,4,1,0,0,77.85
2024-05-26,EcoFit Smart Bottle,3273,279.0,1413,72,0,0,3,0,0,0,71.74
2024-05-27,EcoFit Smart Bottle,2999,274.0,1401,71,0,0,4,0,0,0,65.73
2024-05-28,EcoFit Smart Bottle,2733,266.0,1369,70,0,0,3,0,0,0,59.9
2024-05-29,EcoFit Smart Bottle,2467,266.0,1389,69,0,0,7,0,0,0,54.07
2024-05-30,EcoFit Smart Bottle,2212,255.0,1398,71,0,0,5,0,0,0,48.48
2024-05-31,EcoFit Smart Bottle,1957,286.0,1397,71,0,0,4,0,0,0,42.89
2024-06-01,EcoFit Smart Bottle,1671,286.0,1390,71,0,0,4,0,0,0,36.62
2024-06-02,EcoFit Smart Bottle,1339,332.0,1398,80,1,3552,4,0,0,0,29.35
2024-06-03,EcoFit Smart Bottle,1050,289.0,1397,80,0,0,5,0,0,0,23.01
2024-06-04,EcoFit Smart Bottle,806,244.0,1381,76,0,0,4,0,0,0,17.67
2024-06-05,EcoFit Smart Bottle,528,278.0,1393,76,0,0,7,0,0,0,11.57
2024-06-06,EcoFit Smart Bottle,3818,262.0,1373,75,0,0,4,1,0,0,83.68
2024-06-07,EcoFit Smart Bottle,3484,334.0,1385,83,0,0,4,0,0,0,76.36
2024-06-08,EcoFit Smart Bottle,3132,352.0,1422,96,0,0,5,0,0,0,68.65
2024-06-09,EcoFit Smart Bottle,2847,285.0,1422,96,0,0,6,0,0,0,62.4
2024-06-10,EcoFit Smart Bottle,2587,260.0,1418,96,0,0,6,0,0,0,56.7
2024-06-11,EcoFit Smart Bottle,2297,290.0,1421,97,0,0,5,0,0,0,50.35
2024-06-12,EcoFit Smart Bottle,2007,266.0,1434,95,0,0,5,0,0,0,43.99
2024-06-13,EcoFit Smart Bottle,1741,266.0,1435,95,0,0,5,0,0,0,38.16
2024-06-14,EcoFit Smart Bottle,1412,329.0,1439,99,1,3594,6,0,0,0,30.95
2024-06-15,EcoFit Smart Bottle,1101,311.0,1466,101,0,0,5,0,0,0,24.13
2024-06-16,EcoFit Smart Bottle,810,291.0,1460,100,0,0,4,0,0,0,17.75
2024-06-17,EcoFit Smart Bottle,542,268.0,1446,100,0,0,4,0,0,0,11.88
2024-06-18,EcoFit Smart Bottle,280,262.0,1454,102,0,0,5,0,0,0,6.14
2024-06-19,EcoFit Smart Bottle,13,267.0,1443,102,0,0,4,0,0,0,0.28
2024-06-20,EcoFit Smart Bottle,3330,277.0,1464,99,0,0,6,1,0,0,72.99
2024-06-21,EcoFit Smart Bottle,3038,292.0,1468,99,0,0,5,0,0,0,66.59
2024-06-22,EcoFit Smart Bottle,2597,441.0,1516,141,0,0,4,0,0,0,56.92
2024-06-23,EcoFit Smart Bottle,2313,284.0,1517,141,0,0,5,0,0,0,50.7
2024-06-24,EcoFit Smart Bottle,2060,253.0,1503,140,0,0,4,0,0,0,45.15
2024-06-25,EcoFit Smart Bottle,1786,274.0,1522,141,0,0,5,0,0,0,39.15
2024-06-26,EcoFit Smart Bottle,1515,271.0,1542,142,1,3623,6,0,0,0,33.21
2024-06-27,EcoFit Smart Bottle,1243,272.0,1553,142,0,0,4,0,0,0,27.24
2024-06-28,EcoFit Smart Bottle,966,277.0,1514,140,0,0,3,0,0,0,21.17
2024-06-29,EcoFit Smart Bottle,670,296.0,1518,138,0,0,5,0,0,0,14.68
2024-06-30,EcoFit Smart Bottle,375,295.0,1533,137,0,0,5,0,0,0,8.22
2024-07-01,EcoFit Smart Bottle,112,263.0,1540,138,0,0,5,0,0,0,2.45
2024-07-02,EcoFit Smart Bottle,3487,248.0,1537,138,0,0,5,1,0,0,76.43
2024-07-03,EcoFit Smart Bottle,3228,259.0,1534,140,0,0,5,0,0,0,70.75
2024-07-04,EcoFit Smart Bottle,2967,261.0,1555,139,0,0,6,0,0,0,65.03
2024-07-05,EcoFit Smart Bottle,2693,274.0,1523,137,0,0,4,0,0,0,59.02
2024-07-06,EcoFit Smart Bottle,2400,293.0,1538,137,0,0,5,0,0,0,52.6
2024-07-07,EcoFit Smart Bottle,2126,274.0,1524,133,0,0,4,0,0,0,46.6
2024-07-08,EcoFit Smart Bottle,1865,261.0,1493,126,0,0,4,0,0,0,40.88
2024-07-09,EcoFit Smart Bottle,1576,289.0,1494,126,0,0,6,0,0,0,34.54
2024-07-10,EcoFit Smart Bottle,1298,278.0,1495,125,1,3597,6,0,0,0,28.45
2024-07-11,EcoFit Smart Bottle,1057,241.0,1471,127,0,0,3,0,0,0,23.17
2024-07-12,EcoFit Smart Bottle,799,258.0,1457,128,0,0,4,0,0,0,17.51
2024-07-13,EcoFit Smart Bottle,519,280.0,1458,127,0,0,5,0,0,0,11.38
2024-07-14,EcoFit Smart Bottle,235,284.0,1447,123,0,0,6,0,0,0,5.15
2024-07-15,EcoFit Smart Bottle,0,237.0,1427,124,0,0,4,0,1,2,0.0
2024-07-16,EcoFit Smart Bottle,3354,243.0,1431,126,0,0,5,1,0,0,73.51
2024-07-17,EcoFit Smart Bottle,3107,247.0,1429,127,0,0,4,0,0,0,68.1
2024-07-18,EcoFit Smart Bottle,2869,238.0,1456,131,0,0,8,0,0,0,62.88
2024-07-19,EcoFit Smart Bottle,2598,271.0,1466,131,0,0,5,0,0,0,56.94
2024-07-20,EcoFit Smart Bottle,2329,269.0,1465,131,0,0,6,0,0,0,51.05
2024-07-21,EcoFit Smart Bottle,2052,277.0,1472,131,0,0,6,0,0,0,44.98
2024-07-22,EcoFit Smart Bottle,1796,256.0,1390,62,0,0,6,0,0,0,39.36
2024-07-23,EcoFit Smart Bottle,1532,264.0,1396,62,0,0,6,0,0,0,33.58
2024-07-24,EcoFit Smart Bottle,1293,239.0,1404,64,1,3486,5,0,0,0,28.34
2024-07-25,EcoFit Smart Bottle,1047,246.0,1410,65,0,0,6,0,0,0,22.95
2024-07-26,EcoFit Smart Bottle,773,274.0,1401,65,0,0,5,0,0,0,16.94
2024-07-27,EcoFit Smart Bottle,495,278.0,1421,66,0,0,6,0,0,0,10.85
2024-07-28,EcoFit Smart Bottle,237,258.0,1427,66,0,0,4,0,0,0,5.19
2024-07-29,EcoFit Smart Bottle,3472,251.0,1407,63,0,0,4,1,0,0,76.1
2024-07-30,EcoFit Smart Bottle,3217,255.0,1405,59,0,0,6,0,0,0,70.51
2024-07-31,EcoFit Smart Bottle,2969,248.0,1412,60,0,0,6,0,0,0,65.07
2024-08-01,EcoFit Smart Bottle,2721,248.0,1412,60,0,0,5,0,0,0,59.64
2024-08-02,EcoFit Smart Bottle,2487,234.0,1402,63,0,0,4,0,0,0,54.51
