Date,Product,DayOfWeek,UnitsSold,UnitPrice,Revenue,MarketingSpend,CompetitorPriceIndex,WebSearchInterest,IsPromo,IsHoliday,Day,Month,Quarter,WeekOfYear,MarketingSpend_lag1,WebSearchInterest_lag2,UnitsSold_roll_mean_7,UnitsSold_roll_std_7,UnitsSold_roll_mean_30,UnitsSold_roll_std_30
2023-07-09,EcoFit Smart Bottle,6,289,260,75140,2967.41,111.4,62.4,0,0,9,7,3,27,16149.15,67.7,254.7142857,18.68791308,252.8666667,19.0638371
2023-07-10,EcoFit Smart Bottle,0,248,260,64480,2372.41,111.2,66,0,0,10,7,3,28,2967.41,92.3,254.5714286,18.74261759,251.6666667,18.14754345
2023-07-11,EcoFit Smart Bottle,1,241,260,62660,5588.86,111.9,65.9,0,0,11,7,3,28,2372.41,62.4,255.2857143,17.9973543,251.1333333,18.22036249
2023-07-12,EcoFit Smart Bottle,2,247,260,64220,5601.67,111.3,64.6,0,0,12,7,3,28,5588.86,66,256,17.4737899,251.0666667,18.23209246
2023-07-13,EcoFit Smart Bottle,3,245,260,63700,4532.41,111.3,72.2,0,0,13,7,3,28,5601.67,65.9,256.7142857,16.79994331,251.7,17.65209766
2023-07-14,EcoFit Smart Bottle,4,259,260,67340,3356.12,112.8,69.7,0,0,14,7,3,28,4532.41,64.6,256.2857143,16.68047047,252.8666667,16.89875191
2023-07-15,EcoFit Smart Bottle,5,265,260,68900,3396.84,113.1,61.2,0,0,15,7,3,28,3356.12,72.2,256.2857143,16.68047047,253.6333333,16.910481
2023-07-16,EcoFit Smart Bottle,6,258,260,67080,4903.82,113.4,75.8,0,0,16,7,3,28,3396.84,69.7,251.8571429,8.802056037,253.7333333,16.92770293
2023-07-17,EcoFit Smart Bottle,0,231,260,60060,5588.44,114.1,67,0,0,17,7,3,29,4903.82,61.2,249.4285714,11.85829025,251.5666667,15.42430535
2023-07-18,EcoFit Smart Bottle,1,247,260,64220,5548.35,113.8,68.7,0,0,18,7,3,29,5588.44,75.8,250.2857143,11.35362329,250.5666667,14.67271296
2023-07-19,EcoFit Smart Bottle,2,250,260,65000,5119.5,113.2,66.8,0,0,19,7,3,29,5548.35,67,250.7142857,11.26520137,251.1333333,14.29427986
2023-07-20,EcoFit Smart Bottle,3,236,260,61360,4568.13,113.3,68.6,0,0,20,7,3,29,5119.5,68.7,249.4285714,12.47473637,250.5333333,14.54537095
2023-07-21,EcoFit Smart Bottle,4,261,260,67860,2336.56,113.5,62.8,0,0,21,7,3,29,4568.13,66.8,249.7142857,12.75035014,250.9666667,14.6604872
2023-07-22,EcoFit Smart Bottle,5,251,260,65260,2646.51,112.5,63.2,0,0,22,7,3,29,2336.56,68.6,247.7142857,10.91961974,251.5,14.34729339
2023-07-23,EcoFit Smart Bottle,6,239,260,62140,5594.22,112.7,62.6,0,0,23,7,3,29,2646.51,62.8,245,10.2794293,250.4,13.98176152
2023-07-24,EcoFit Smart Bottle,0,249,260,64740,4425.72,113.3,56.7,0,0,24,7,3,30,5594.22,63.2,247.5714286,8.243323417,250.3666667,13.98393989
2023-07-25,EcoFit Smart Bottle,1,227,260,59020,2036.79,112.8,66,0,0,25,7,3,30,4425.72,62.6,244.7142857,11.35362329,248.7,13.67643329
2023-07-26,EcoFit Smart Bottle,2,221,260,57460,2405.89,113.1,58.1,0,0,26,7,3,30,2036.79,56.7,240.5714286,14.06955511,248.4333333,14.1438017
2023-07-27,EcoFit Smart Bottle,3,222,260,57720,4654.01,113.6,64.9,0,0,27,7,3,30,2405.89,66,238.5714286,15.7253208,247.6666667,14.93741734
2023-07-28,EcoFit Smart Bottle,4,242,260,62920,2020.25,113.9,61.4,0,0,28,7,3,30,4654.01,58.1,235.8571429,12.52236095,248.1333333,14.51451909
2023-07-29,EcoFit Smart Bottle,5,250,260,65000,2643.23,114.4,69,0,0,29,7,3,30,2020.25,64.9,235.7142857,12.32496499,248.4666667,14.4359067
2023-07-30,EcoFit Smart Bottle,6,245,260,63700,4194.94,114.2,64.6,0,0,30,7,3,30,2643.23,61.4,236.5714286,12.79136614,247.9333333,14.2512754
2023-07-31,EcoFit Smart Bottle,0,233,260,60580,4767.58,113.5,62.8,0,0,31,7,3,31,4194.94,69,201,89.38307073,239.3,47.34404525
2023-08-01,EcoFit Smart Bottle,1,220,260,57200,4607.85,113.3,61.7,0,0,1,8,3,31,4767.58,64.6,200,89.0823589,237.9,47.27057115
2023-08-02,EcoFit Smart Bottle,2,236,260,61360,9960.03,112.9,74.7,0,0,2,8,3,31,4607.85,62.8,202.1428571,89.84881482,237.4666667,47.22487169
2023-08-03,EcoFit Smart Bottle,3,250,260,65000,4848.72,112.9,59.9,0,0,3,8,3,31,9960.03,61.7,206.1428571,91.48848483,237.9333333,47.27902016
2023-08-04,EcoFit Smart Bottle,4,244,260,63440,2949,113.5,60.7,0,0,4,8,3,31,4848.72,74.7,206.4285714,91.62215369,238,47.28636167
2023-08-05,EcoFit Smart Bottle,5,234,260,60840,3301.6,112.7,60.8,0,0,5,8,3,31,2949,59.9,204.1428571,90.54727784,237.8,47.29029936
2023-08-06,EcoFit Smart Bottle,6,234,260,60840,4985.97,112.8,72.5,0,0,6,8,3,31,3301.6,60.7,202.5714286,89.81250311,236.8666667,47.07201624
2023-08-07,EcoFit Smart Bottle,0,214,260,55640,4598.53,112.2,62.9,0,0,7,8,3,32,4985.97,60.8,233.1428571,12.58873268,235.1666667,46.94169776
2023-08-08,EcoFit Smart Bottle,1,227,260,59020,5396.89,111.7,55.1,0,0,8,8,3,32,4598.53,72.5,234.1428571,11.61075036,233.1,45.84181949
2023-08-09,EcoFit Smart Bottle,2,224,260,58240,4630.45,112.1,76.4,0,0,9,8,3,32,5396.89,62.9,232.4285714,12.16356777,232.3,45.78220555
2023-08-10,EcoFit Smart Bottle,3,216,260,56160,4273.23,111.4,67,0,0,10,8,3,32,4630.45,55.1,227.5714286,10.67484805,231.4666667,45.84586871
2023-08-11,EcoFit Smart Bottle,4,242,260,62920,2374.7,111.8,68.6,0,0,11,8,3,32,4273.23,76.4,227.2857143,10.17700489,231.3,45.79651395
2023-08-12,EcoFit Smart Bottle,5,244,260,63440,3470.86,111,54.4,0,0,12,8,3,32,2374.7,67,228.7142857,11.84221665,231.2666667,45.7865613
2023-08-13,EcoFit Smart Bottle,6,260,260,67600,3060.81,111.4,58.1,0,0,13,8,3,32,3470.86,68.6,232.4285714,16.81127739,231.3,45.80780689
2023-08-14,EcoFit Smart Bottle,0,230,260,59800,2975.96,110.5,62.3,1,0,14,8,3,33,3060.81,54.4,234.7142857,14.8628652,230.1333333,45.36346193
2023-08-15,EcoFit Smart Bottle,1,248,260,64480,5892.04,110.1,67.2,0,1,15,8,3,33,2975.96,58.1,237.7142857,15.16261066,229.8,45.18803626
2023-08-16,EcoFit Smart Bottle,2,234,260,60840,3572.39,111.2,61.3,0,0,16,8,3,33,5892.04,62.3,239.1428571,14.08815781,229.9,45.19410245
2023-08-17,EcoFit Smart Bottle,3,215,260,55900,5568.19,112.3,52.6,0,0,17,8,3,33,3572.39,67.2,239,14.36430762,228.8333333,45.15420577
2023-08-18,EcoFit Smart Bottle,4,238,260,61880,4524.55,112,52.7,0,0,18,8,3,33,5568.19,61.3,238.4285714,14.30451144,228.4333333,45.01316538
2023-08-19,EcoFit Smart Bottle,5,239,260,62140,5179.25,112.2,70,0,0,19,8,3,33,4524.55,52.6,237.7142857,14.10335995,228.5333333,45.03388252
2023-08-20,EcoFit Smart Bottle,6,242,260,62920,4010.55,113,68.4,0,0,20,8,3,33,5179.25,52.7,235.1428571,10.55822857,227.9,44.69386288
2023-08-21,EcoFit Smart Bottle,0,235,260,61100,16076.72,113.4,83.3,0,0,21,8,3,34,4010.55,70,235.8571429,10.31873008,227.3666667,44.50376453
2023-08-22,EcoFit Smart Bottle,1,262,260,68120,3970.07,113.2,66.4,0,0,22,8,3,34,16076.72,68.4,237.8571429,13.82544239,228.1333333,44.90736314
2023-08-23,EcoFit Smart Bottle,2,229,260,59540,2780.97,112.8,51.8,0,0,23,8,3,34,3970.07,83.3,237.1428571,14.18248417,227.4666667,44.73503089
2023-08-24,EcoFit Smart Bottle,3,209,260,54340,4889.81,113.3,57,0,0,24,8,3,34,2780.97,66.4,236.2857143,15.82944814,226.8666667,44.86203628
2023-08-25,EcoFit Smart Bottle,4,214,260,55640,3123.09,114,51.7,0,0,25,8,3,34,4889.81,51.8,232.8571429,17.86456988,226.6333333,44.91177814
2023-08-26,EcoFit Smart Bottle,5,233,260,60580,5502.72,115,57.6,0,0,26,8,3,34,3123.09,57,232,17.66352173,227,44.91754899
2023-08-27,EcoFit Smart Bottle,6,247,260,64220,4581.89,114,63.4,0,0,27,8,3,34,5502.72,51.7,232.7142857,18.22739957,227.1666667,44.98435232
2023-08-28,EcoFit Smart Bottle,0,203,260,52780,2708.44,113.2,51.6,0,0,28,8,3,35,4581.89,57.6,228.1428571,21.3106278,225.6,44.98014888
2023-08-29,EcoFit Smart Bottle,1,195,260,50700,5761.83,113.9,73,0,0,29,8,3,35,2708.44,63.4,218.5714286,18.41970994,223.9333333,45.16249079
2023-08-30,EcoFit Smart Bottle,2,215,260,55900,5815.71,113,64,0,0,30,8,3,35,5761.83,51.6,216.5714286,17.84990329,231.1,16.12740225
2023-08-31,EcoFit Smart Bottle,3,219,260,56940,5659.46,113.7,66.7,0,0,31,8,3,35,5815.71,73,218,17.54042949,231.0666667,16.15215014
2023-09-01,EcoFit Smart Bottle,4,246,260,63960,3480.63,113.6,59.1,1,0,1,9,3,35,5659.46,64,222.5714286,20.28018033,231.4,16.35932719
2023-09-02,EcoFit Smart Bottle,5,234,260,60840,2061.83,113.3,59.7,0,0,2,9,3,35,3480.63,66.7,222.7142857,20.36921113,230.8666667,15.9886454
2023-09-03,EcoFit Smart Bottle,6,208,260,54080,5713.27,113.4,56.5,0,0,3,9,3,35,2061.83,59.1,217.1428571,17.7897777,229.6666667,16.31655249
2023-09-04,EcoFit Smart Bottle,0,210,260,54600,3712.74,112.6,63.8,0,0,4,9,3,36,5713.27,59.7,218.1428571,17.04336206,228.8666667,16.68105126
2023-09-05,EcoFit Smart Bottle,1,207,260,53820,5866.62,113.1,61.4,0,0,5,9,3,36,3712.74,56.5,219.8571429,14.78094011,227.9666667,17.11720919
2023-09-06,EcoFit Smart Bottle,2,206,260,53560,20051.05,114.1,95,0,0,6,9,3,36,5866.62,63.8,218.5714286,15.64030203,227.7,17.40223925
2023-09-07,EcoFit Smart Bottle,3,247,260,64220,5412.04,114.6,52.3,0,0,7,9,3,36,20051.05,61.4,222.5714286,18.98997229,228.3666667,17.75403467
2023-09-08,EcoFit Smart Bottle,4,237,260,61620,3177.8,114.5,55.7,0,0,8,9,3,36,5412.04,95,221.2857143,17.37540681,228.8,17.80236327
2023-09-09,EcoFit Smart Bottle,5,230,260,59800,3540.39,113.6,56.1,0,0,9,9,3,36,3177.8,52.3,220.7142857,16.94810005,229.2666667,17.63799452
2023-09-10,EcoFit Smart Bottle,6,221,260,57460,5404.55,112.7,55.8,0,0,10,9,3,36,3540.39,55.7,222.5714286,16.00892608,228.5666667,17.53161348
2023-09-11,EcoFit Smart Bottle,0,207,260,53820,3267.69,111.9,56,0,0,11,9,3,37,5404.55,56.1,222.1428571,16.43602315,227.3333333,17.70901452
2023-09-12,EcoFit Smart Bottle,1,195,260,50700,2677.97,111.9,60.8,0,0,12,9,3,37,3267.69,55.8,220.4285714,18.74261759,225.1666667,17.55009251
2023-09-13,EcoFit Smart Bottle,2,178,260,46280,4227.21,111.9,52.6,0,0,13,9,3,37,2677.97,56,216.4285714,24.45306486,223.4333333,19.51424472
2023-09-14,EcoFit Smart Bottle,3,210,260,54600,5744.62,112.4,63.7,0,0,14,9,3,37,4227.21,60.8,211.1428571,20.4077483,222.1666667,19.09338816
2023-09-15,EcoFit Smart Bottle,4,221,260,57460,4784.12,111.4,51.2,0,0,15,9,3,37,5744.62,52.6,208.8571429,17.75226344,221.7333333,18.96263719
2023-09-16,EcoFit Smart Bottle,5,231,260,60060,4280.24,112.2,66.2,0,0,16,9,3,37,4784.12,63.7,209,17.95364401,222.2666667,18.99171023
2023-09-17,EcoFit Smart Bottle,6,228,260,59280,2388.71,112.6,55.6,0,0,17,9,3,37,4280.24,51.2,210,18.90326251,221.9333333,18.79275967
2023-09-18,EcoFit Smart Bottle,0,187,260,48620,4460.03,112.4,64.3,0,0,18,9,3,38,2388.71,66.2,207.1428571,20.84409246,220.2,19.54729014
2023-09-19,EcoFit Smart Bottle,1,237,260,61620,5960.22,111.7,61.8,1,0,19,9,3,38,4460.03,55.6,213.1428571,22.72611252,220.0333333,19.37556822
2023-09-20,EcoFit Smart Bottle,2,210,260,54600,2560.34,112.4,53.4,0,0,20,9,3,38,5960.22,64.3,217.7142857,16.96775654,219.2,19.24685375
2023-09-21,EcoFit Smart Bottle,3,191,260,49660,4073.32,112.2,58.3,0,0,21,9,3,38,2560.34,61.8,215,19.70617501,216.8333333,18.13566373
2023-09-22,EcoFit Smart Bottle,4,207,260,53820,5509.49,112.2,56.4,0,0,22,9,3,38,4073.32,53.4,213,19.70617501,216.1,18.07141007
2023-09-23,EcoFit Smart Bottle,5,230,260,59800,4963.07,112.5,47.7,0,0,23,9,3,38,5509.49,58.3,212.8571429,19.5569985,216.8,18.19321586
2023-09-24,EcoFit Smart Bottle,6,232,260,60320,4788.06,111.9,57.5,0,0,24,9,3,38,4963.07,56.4,213.4285714,20.12342866,217.4,18.39340212
2023-09-25,EcoFit Smart Bottle,0,187,260,48620,4809.94,111.7,51.4,0,0,25,9,3,39,4788.06,47.7,213.4285714,20.12342866,215.8666667,18.95681723
2023-09-26,EcoFit Smart Bottle,1,190,260,49400,3437.96,112.3,46.7,0,0,26,9,3,39,4809.94,57.5,206.7142857,18.74134721,213.9666667,18.58156917
2023-09-27,EcoFit Smart Bottle,2,196,260,50960,3174.37,112.7,54.7,0,0,27,9,3,39,3437.96,51.4,204.7142857,19.07628795,213.7333333,18.76705355
2023-09-28,EcoFit Smart Bottle,3,182,260,47320,5237.44,113.2,54.1,0,0,28,9,3,39,3174.37,46.7,203.4285714,20.41124807,213.3,19.35538774
2023-09-29,EcoFit Smart Bottle,4,241,260,62660,5240.45,112.5,60.5,1,0,29,9,3,39,5237.44,54.7,208.2857143,24.94470074,214.1666667,20.00531539
2023-09-30,EcoFit Smart Bottle,5,238,260,61880,5468.29,112.3,51.7,0,0,30,9,3,39,5240.45,54.1,209.4285714,26.25425136,214.8,20.45921089
2023-10-01,EcoFit Smart Bottle,6,266,260,69160,5652.96,112.1,53.5,1,0,1,10,4,39,5468.29,60.5,214.2857143,33.32023552,215.4666667,21.79328168
2023-10-02,EcoFit Smart Bottle,0,204,260,53040,4045.37,112.4,58.3,0,0,2,10,4,40,5652.96,51.7,216.7142857,31.57379866,214.4666667,21.60097912
2023-10-03,EcoFit Smart Bottle,1,178,260,46280,4006.07,112.6,53.7,0,0,3,10,4,40,4045.37,53.5,215,33.53108011,213.4666667,22.5827724
2023-10-04,EcoFit Smart Bottle,2,197,260,51220,5193.18,112.7,47.1,0,0,4,10,4,40,4006.07,58.3,215.1428571,33.43864317,213.0333333,22.77549096
2023-10-05,EcoFit Smart Bottle,3,199,260,51740,4599.86,114.1,54.5,0,0,5,10,4,40,5193.18,53.7,217.5714286,31.17080441,212.7666667,22.89508806
2023-10-06,EcoFit Smart Bottle,4,204,260,53040,4807.87,114,60.9,0,0,6,10,4,40,4599.86,47.1,212.2857143,29.63508217,212.7,22.91837089
2023-10-07,EcoFit Smart Bottle,5,215,260,55900,5183.17,113.7,51.7,0,0,7,10,4,40,4807.87,54.5,209,27.50757471,211.6333333,21.99291945
2023-10-08,EcoFit Smart Bottle,6,206,260,53560,5560.02,113,57.6,0,0,8,10,4,40,5183.17,60.9,200.4285714,11.44344271,210.6,21.48231028
2023-10-09,EcoFit Smart Bottle,0,199,260,51740,3351.98,112.1,45.9,0,0,9,10,4,41,5560.02,51.7,199.7142857,11.33893419,209.5666667,21.26139992
2023-10-10,EcoFit Smart Bottle,1,165,260,42900,3502.33,111.4,49.6,0,0,10,10,4,41,3351.98,57.6,197.8571429,15.71017262,207.7,22.63678727
2023-10-11,EcoFit Smart Bottle,2,219,260,56940,6197.9,110.9,61,1,0,11,10,4,41,3502.33,45.9,201,17.59734829,208.1,22.72982243
2023-10-12,EcoFit Smart Bottle,3,203,260,52780,4313.12,111.7,52.7,0,0,12,10,4,41,6197.9,49.6,201.5714286,17.58652081,208.3666667,22.61748383
2023-10-13,EcoFit Smart Bottle,4,204,260,53040,2143.77,111.7,53.6,0,0,13,10,4,41,4313.12,61,201.5714286,17.58652081,209.2333333,21.90053272
2023-10-14,EcoFit Smart Bottle,5,216,260,56160,3862.39,111.9,52.6,0,0,14,10,4,41,2143.77,52.7,201.7142857,17.71735764,209.4333333,21.93514474
2023-10-15,EcoFit Smart Bottle,6,214,260,55640,4170.58,111.8,62,0,0,15,10,4,41,3862.39,53.6,202.8571429,18.28869023,209.2,21.84490787
2023-10-16,EcoFit Smart Bottle,0,181,260,47060,3146.17,112,40.9,0,0,16,10,4,42,4170.58,52.6,200.2857143,20.09738197,207.5333333,22.03090828
2023-10-17,EcoFit Smart Bottle,1,181,260,47060,4363.33,112.9,50,0,0,17,10,4,42,3146.17,62,202.5714286,15.88350447,205.9666667,22.19581093
2023-10-18,EcoFit Smart Bottle,2,177,260,46020,2122,111.7,41,0,0,18,10,4,42,4363.33,40.9,196.5714286,16.56157342,205.6333333,22.56253124
2023-10-19,EcoFit Smart Bottle,3,160,260,41600,2149.39,112.4,41.3,0,0,19,10,4,42,2122,50,190.4285714,21.12547548,203.0666667,23.24076878
2023-10-20,EcoFit Smart Bottle,4,193,260,50180,5290.4,110.9,47.5,0,1,20,10,4,42,2149.39,41,188.8571429,20.34230871,202.5,23.27311606
2023-10-21,EcoFit Smart Bottle,5,228,260,59280,3440.76,110.9,49.6,0,1,21,10,4,42,5290.4,41.3,190.5714286,23.30133861,203.7333333,23.62046648
2023-10-22,EcoFit Smart Bottle,6,213,260,55380,2508.24,112.2,47.9,0,1,22,10,4,42,3440.76,47.5,190.4285714,23.13624244,203.9333333,23.67441997
2023-10-23,EcoFit Smart Bottle,0,193,260,50180,4088.97,112.6,52,0,1,23,10,4,43,2508.24,49.6,192.1428571,22.76275153,202.7,23.22921763
2023-10-24,EcoFit Smart Bottle,1,227,260,59020,5079.97,112.9,46.1,1,1,24,10,4,43,4088.97,47.9,198.7142857,25.4866912,202.5333333,23.02881753
2023-10-25,EcoFit Smart Bottle,2,172,260,44720,2863.28,114.1,45.5,0,0,25,10,4,43,5079.97,52,198,26.25515822,202.0333333,23.53498252
2023-10-26,EcoFit Smart Bottle,3,177,260,46020,4491.56,113.6,45.5,0,0,26,10,4,43,2863.28,46.1,200.4285714,22.6999056,201.6,23.88131574
2023-10-27,EcoFit Smart Bottle,4,197,260,51220,2341.39,113.9,50.6,0,0,27,10,4,43,4491.56,45.5,201,22.53145949,201.6333333,23.87392653
2023-10-28,EcoFit Smart Bottle,5,196,260,50960,2206.73,114.2,41.2,0,0,28,10,4,43,2341.39,45.5,196.4285714,19.12988189,202.1,23.61231415
2023-10-29,EcoFit Smart Bottle,6,188,260,48880,4125.42,113.9,48.2,0,0,29,10,4,43,2206.73,50.6,192.8571429,17.80850519,200.3333333,22.56077361
2023-10-30,EcoFit Smart Bottle,0,182,260,47320,4162.54,113.7,52.1,0,0,30,10,4,44,4125.42,41.2,191.2857143,18.2730611,198.4666667,21.63447653
2023-10-31,EcoFit Smart Bottle,1,181,260,47060,11652.43,113.3,61.1,0,0,31,10,4,44,4162.54,48.2,184.7142857,9.411239481,195.6333333,17.69177353
2023-11-01,EcoFit Smart Bottle,2,209,260,54340,4904.37,113.4,54,0,0,1,11,4,44,11652.43,52.1,190,11.28420725,195.8,17.79655139
2023-11-02,EcoFit Smart Bottle,3,183,260,47580,5903.41,113.7,60.5,0,0,2,11,4,44,4904.37,61.1,190.8571429,10.31873008,195.9666667,17.64688765
2023-11-03,EcoFit Smart Bottle,4,203,260,52780,4065.2,113.8,49.7,0,0,3,11,4,44,5903.41,54,191.7142857,11.13125159,196.1666667,17.69294294
2023-11-04,EcoFit Smart Bottle,5,220,260,57200,3291.83,114.2,51.6,0,0,4,11,4,44,4065.2,60.5,195.1428571,15.50729475,196.8666667,18.21657702
2023-11-05,EcoFit Smart Bottle,6,190,260,49400,5180.74,113,40.4,0,0,5,11,4,44,3291.83,49.7,195.4285714,15.37158789,196.4,18.20685737
2023-11-06,EcoFit Smart Bottle,0,228,260,59280,3083.33,112.9,44.4,1,0,6,11,4,45,5180.74,51.6,202,18.23915203,196.8333333,18.80954148
2023-11-07,EcoFit Smart Bottle,1,159,260,41340,3755.89,112.3,48.7,0,0,7,11,4,45,3083.33,40.4,198.8571429,23.5756129,195.2666667,19.94290702
2023-11-08,EcoFit Smart Bottle,2,171,260,44460,2313.83,112.5,39.6,0,0,8,11,4,45,3755.89,44.4,193.4285714,25.17179071,194.3333333,20.41185141
2023-11-09,EcoFit Smart Bottle,3,162,260,42120,2101.4,112.6,45.4,0,0,9,11,4,45,2313.83,48.7,190.4285714,27.74200872,194.2333333,20.56727118
2023-11-10,EcoFit Smart Bottle,4,173,260,44980,5850.59,112.6,57.1,0,0,10,11,4,45,2101.4,39.6,186.1428571,27.79345589,192.7,20.37095634
2023-11-11,EcoFit Smart Bottle,5,195,260,50700,5343.92,112.9,41.3,0,0,11,11,4,45,5850.59,45.4,182.5714286,24.07527877,192.4333333,20.28364949
2023-11-12,EcoFit Smart Bottle,6,203,260,52780,4783.9,113.5,43.6,0,0,12,11,4,45,5343.92,57.1,184.4285714,25.2180963,192.4,20.26479876
2023-11-13,EcoFit Smart Bottle,0,169,260,43940,3635.81,113.4,48.1,0,0,13,11,4,46,4783.9,41.3,176,16.62327685,190.8333333,20.19403007
2023-11-14,EcoFit Smart Bottle,1,169,260,43940,2693.18,112.8,47.6,0,0,14,11,4,46,3635.81,43.6,177.4285714,15.29550198,189.3333333,20.08487737
2023-11-15,EcoFit Smart Bottle,2,174,260,45240,2625.75,111.9,48.8,0,0,15,11,4,46,2693.18,48.1,177.8571429,15.12645113,189.1,20.22519767
2023-11-16,EcoFit Smart Bottle,3,173,260,44980,3000.97,111.9,46.3,0,0,16,11,4,46,2625.75,47.6,179.4285714,13.7095726,188.8333333,20.38776397
2023-11-17,EcoFit Smart Bottle,4,162,260,42120,4196.91,112,50.5,0,0,17,11,4,46,3000.97,48.8,177.8571429,15.12645113,188.3333333,20.86629576
2023-11-18,EcoFit Smart Bottle,5,217,260,56420,4858.38,111.4,53.9,0,0,18,11,4,46,4196.91,46.3,181,20.58316464,190.2333333,20.79237813
2023-11-19,EcoFit Smart Bottle,6,203,260,52780,18154.1,111.9,73.9,0,0,19,11,4,46,4858.38,50.5,181,20.58316464,190.5666667,20.91803929
2023-11-20,EcoFit Smart Bottle,0,218,260,56680,3119.74,111.6,42.8,0,0,20,11,4,47,18154.1,53.9,188,23.88863049,190.2333333,20.37355171
2023-11-21,EcoFit Smart Bottle,1,180,260,46800,5819.46,110.6,50.4,0,0,21,11,4,47,3119.74,73.9,189.5714286,22.76588927,189.1333333,19.98919248
2023-11-22,EcoFit Smart Bottle,2,179,260,46540,4951.59,111.4,50.5,0,0,22,11,4,47,5819.46,42.8,190.2857143,22.26891919,188.6666667,20.05910806
2023-11-23,EcoFit Smart Bottle,3,176,260,45760,4217.42,112.1,44.7,0,0,23,11,4,47,4951.59,50.4,190.7142857,21.90672869,186.9666667,18.82127068
2023-11-24,EcoFit Smart Bottle,4,189,260,49140,4446.88,110.8,46.5,0,0,24,11,4,47,4217.42,50.5,194.5714286,18.0449175,187.5333333,18.60984784
2023-11-25,EcoFit Smart Bottle,5,217,260,56420,3678.4,110.5,48.9,1,0,25,11,4,47,4446.88,44.7,194.5714286,18.0449175,188.8666667,19.25103371
2023-11-26,EcoFit Smart Bottle,6,189,260,49140,2990.92,110.1,46.3,0,0,26,11,4,47,3678.4,46.5,192.5714286,17.72810521,188.6,19.18979614
2023-11-27,EcoFit Smart Bottle,0,165,260,42900,11704.18,111.1,62,0,0,27,11,4,48,2990.92,48.9,185,16.31972222,187.5666667,19.60767502
2023-11-28,EcoFit Smart Bottle,1,187,260,48620,5031.38,111.1,40.9,0,0,28,11,4,48,11704.18,46.3,186,16.17611408,187.5333333,19.60776295
2023-11-29,EcoFit Smart Bottle,2,165,260,42900,2057.57,110.2,43.6,0,0,29,11,4,48,5031.38,62,184,17.95364401,186.9666667,20.01462109
2023-11-30,EcoFit Smart Bottle,3,165,260,42900,2464.29,110.7,39.6,0,0,30,11,4,48,2057.57,40.9,182.4285714,19.2081332,186.4333333,20.38877875
2023-12-01,EcoFit Smart Bottle,4,178,260,46280,2184.01,110,48.8,0,0,1,12,4,48,2464.29,43.6,180.8571429,19.03005142,185.4,19.98723731
2023-12-02,EcoFit Smart Bottle,5,192,260,49920,2162.92,109.8,42.3,0,0,2,12,4,48,2184.01,39.6,177.2857143,12.25716506,185.7,20.01749235
2023-12-03,EcoFit Smart Bottle,6,187,260,48620,5421.84,109.3,45.4,0,0,3,12,4,48,2162.92,48.8,177,11.95826074,185.1666667,19.75205504
2023-12-04,EcoFit Smart Bottle,0,174,260,45240,4814.63,109,48.8,0,0,4,12,4,49,5421.84,42.3,178.2857143,10.88905086,183.6333333,18.71286361
2023-12-05,EcoFit Smart Bottle,1,179,260,46540,3896.7,109.6,53.7,0,0,5,12,4,49,4814.63,45.4,177.1428571,10.22135952,183.2666667,18.69156796
2023-12-06,EcoFit Smart Bottle,2,162,260,42120,7894.67,110.5,58.5,0,0,6,12,4,49,3896.7,48.8,176.7142857,10.85839592,181.0666667,17.0575766
2023-12-07,EcoFit Smart Bottle,3,187,260,48620,3966.46,109.7,48.6,0,0,7,12,4,49,7894.67,53.7,179.8571429,10.05698052,182,16.5675212
2023-12-08,EcoFit Smart Bottle,4,228,260,59280,3893.89,110.1,40.8,1,0,8,12,4,49,3966.46,58.5,187,20.67204231,183.9,18.42664862
2023-12-09,EcoFit Smart Bottle,5,249,260,64740,2692.81,109.7,53.1,1,0,9,12,4,49,3893.89,48.6,195.1428571,31.40821852,186.8,21.45789783
2023-12-10,EcoFit Smart Bottle,6,237,260,61620,3735.41,109.2,44,1,0,10,12,4,49,2692.81,40.8,202.2857143,34.75492428,188.9333333,23.1530639
2023-12-11,EcoFit Smart Bottle,0,213,260,55380,10119.05,109.5,64.6,1,0,11,12,4,50,3735.41,53.1,207.8571429,32.518859,189.5333333,23.54560261
2023-12-12,EcoFit Smart Bottle,1,201,260,52260,4463.4,108.9,47,0,0,12,12,4,50,10119.05,44,211,30.24896692,189.4666667,23.50896136
2023-12-13,EcoFit Smart Bottle,2,177,260,46020,4540.37,109.2,53,0,0,13,12,4,50,4463.4,64.6,213.1428571,26.49797836,189.7333333,23.31335762
2023-12-14,EcoFit Smart Bottle,3,181,260,47060,2181.22,109.6,50.7,0,0,14,12,4,50,4540.37,47,212.2857143,27.56032345,190.1333333,23.04677902
2023-12-15,EcoFit Smart Bottle,4,178,260,46280,3498.45,109.4,50.1,0,0,15,12,4,50,2181.22,53,205.1428571,29.23712578,190.2666667,22.96163717
2023-12-16,EcoFit Smart Bottle,5,208,260,54080,4503.44,110.2,52.7,0,0,16,12,4,50,3498.45,50.7,199.2857143,22.26143366,191.4333333,22.94323329
2023-12-17,EcoFit Smart Bottle,6,200,260,52000,4012.55,109.4,47.5,0,0,17,12,4,50,4503.44,50.1,194,15.03329638,192.7,22.30223431
